id,source_id,pattern,document,right_summary,hallucinated_summary
5785::Intrinsic,5785,Intrinsic,"আমি খালি মধু খেলে 2 / 3 ঘন্টা পর পেট ব্যথা করে । সকালে খাওয়ার পর বা আখে খেলে সারাদিন পেট ব্যথা করে । কিন্তু সকালে হালগা গরম লেবু পানি এক গ্লাস খালি পেটে খেলে কিছু হয় না । রাতে শোয়ার আগে দুধ মধু খেলেও কিছু হয় না । প্রশ্ন : খালি মধু খেলে কেন পেট ব্যথা করে ? ( পেট এর মধ্যে নাভির উপরে , পায়খানা ঠিক থাকে , কখনও কম হয় মধু খাওয়ার সময় দিনগুলো , মধু না খেলে পেট ব্যথা হয় না ) বয়স : 24 ছাত্র","খালি মধু খেলে 2 / 3 ঘন্টা পর পেট ব্যথা করে । পায়খানা ঠিক থাকে , বয়স : 24 . ছাত্র","খালি পেটে মধু খেলেই ১–২ ঘণ্টা পর নাভির নিচে পেট ব্যথা শুরু হয়। মাঝে মাঝে পায়খানা পাতলা হয়। বয়স ২৪, ছাত্র।"
25642::Factual Contradiction,25642,Factual Contradiction,"আসসালামু আলাইকুম আমার ৭ / ৮ মাস যাবৎ হিপ জয়েন্ট এর আশপাশে ব্যাথা অনুভূতি হচ্ছে । এটি কখনো বাম পাশে বা ডান পাশে , যে কোন একপাশে মুভ করে । ইদানিং ব্যাথাটা ডান পাশে বেশ যন্ত্রণা দিচ্ছে । এর আগে আমি বিভিন্ন টেস্ট করায় প্রসবে ইউরিক অ্যাসিড ৭ . ২ মাত্রায় ধরা পড়ে । আমি ঔষধ ও খাওয়া নিয়ন্ত্রণের মাধ্যমে সুস্থ ছিলাম । কিন্তু আবার ব্যাথাটা মাঝে মাঝে ফিরে আসছে । এমনকি হাঁচি দিলে হিপ জয়েন্টে অসহ্য ব্যাথা লাগছে । কখনো কখনো পায়ের পাতা অবশ মনে হচ্ছে । আমি এর স্থায়ী সমাধান পাওয়ার আশা করছি । ধন্যবাদ ।",৭ / ৮ মাস যাবৎ হিপ জয়েন্ট এর আশপাশে ব্যাথা অনুভূতি হচ্ছে । এটি যে কোন একপাশে মুভ করে । ইদানিং ব্যাথাটা ডান পাশে বেশ যন্ত্রণা দিচ্ছে । এর আগে টেস্ট করায় প্রসবে ইউরিক অ্যাসিড ৭ . ২ মাত্রায় ধরা পড়ে । হাঁচি দিলে হিপ জয়েন্টে অসহ্য ব্যাথা লাগছে । কখনো কখনো পায়ের পাতা অবশ মনে হচ্ছে ।,"৭ / ৮ মাস যাবৎ হিপ জয়েন্টের আশপাশে ব্যথা অনুভূতি হচ্ছে, তবে এটি সবসময় দুই পাশেই থাকে। ইদানিং ব্যথাটা বাম পাশে বেশি যন্ত্রণা দিচ্ছে। আগে টেস্টে ইউরিক অ্যাসিড স্বাভাবিক পাওয়া গিয়েছিল। হাঁচি দিলে ব্যথা কমে যায়। কখনো কখনো পায়ের পাতা অবশ লাগে না।"
16203::Factual Contradiction,16203,Factual Contradiction,"হ্যালো । প্রায় ২ / ৩ মাস আগে আমার শরীরে দাদ রোগের সংক্রমণ হয়েছিল । পুরো শরীরে ছড়িয়ে গিয়েছিল । ডাক্তারের পরামর্শে ঔষুধ নেয়ার ফলে ভালো হয় , কিন্তু আমার রানের গোড়ায় কিছুতেই তা যাচ্ছিল না । প্রচুর চুলকানি ছিল । চুলকানোর সময় রক্তাক্ত হয়ে যেত । এরপর আবার চিকিৎসক এর অবগত হলে উনি ঔষধ দেন , ঔষধ খাওয়ার পর ভালো হয়ে যায় । কিন্তু রানের গোড়ায় পুরো চামড়া কুচকুচে কালো হয়ে গেছে , দুর্গন্ধ হয় , পুরো ত্বক একধরনের থকথকে হয়ে গেছে । এখন চুলকানি নেই । এই কালো দাগ থেকে কিভাবে পরিত্রাণ পাব ? আর দুর্গন্ধ প্রতিরোধে কি করব ?",২ / ৩ মাস আগে দাদ হয় যা পুরো শরীরে ছড়িয়ে যায় । রানের গোড়ায় এখনো যাচ্ছে না । চামড়া কালো হয়ে গেছে । দুর্গন্ধ হয় । কালো দাগ থেকে কিভাবে পরিত্রাণ পাবো ? দুর্গন্ধ প্রতিরোধে কি করনীয় ?,"২ / ৩ মাস আগে দাদ হয় যা শুধু রানের গোড়াতেই সীমিত ছিল। এখন পুরো শরীরেই তা থেকে গেছে। চামড়া সাদা হয়ে গেছে। কোনো দুর্গন্ধ নেই। কালো দাগ থেকে কিভাবে পরিত্রাণ পাবো, আর দুর্গন্ধ প্রতিরোধে কি করণীয়?"
20973::Factual Contradiction,20973,Factual Contradiction,"আমার মিসেসের ৮ মাস ২৫ দিন প্রেগনেন্সি চলছে । তার ব্লাডের হিমোগ্লবিন ৮ . ৭ হওয়ায় সে এখন আয়রন ট্যাবলেটের পাশাপাশি আয়রন জাতীয় বিভিন্ন খাবার খাচ্ছে । সেই কারনে তার পায়খানা অনেক কষা এবং পায়খানা করতে কষ্ট হচ্ছে । ইনশাআল্লাহ , এখন কি জাতীয় খাবার খেলে সবাই ঠিক থাকবে । পরামর্শ দিলে উপকৃত হতাম ।",৮ মাস ২৫ দিন প্রেগনেন্সি চলছে । ব্লাডের হিমোগ্লবিন ৮ . ৭ । আয়রন ট্যাবলেটের পাশাপাশি আয়রন জাতীয় বিভিন্ন খাবার খাচ্ছে । পায়খানা অনেক কষা এবং পায়খানা করতে কষ্ট হচ্ছে ।,৮ মাস ২৫ দিন প্রেগনেন্সি চলছে। ব্লাডের হিমোগ্লবিন ৮.৭। আয়রন ট্যাবলেট ও আয়রনজাতীয় খাবার খাওয়ার পর তার পায়খানা খুব পাতলা হচ্ছে এবং বারবার পায়খানা করতে হচ্ছে।
6532::Non-factual,6532,Non-factual,"আজকে সকাল থেকে আমার সর্দি আর হাচি হচ্ছে । হাচি যখন শুরু হচ্ছে বার বার হচ্ছে । আর সর্দি পানির মত পাতলা , একটু বেশি হচ্ছে যখন হাচ্চি হচ্ছে তখন । এইটা বাদে আর কোন সমস্যা নাই । কি ঔষধ খাওয়া যেতে পারে । বিঃদ্রঃ গত ১ মাস ধরে আমি বাড়ি থেকে বের হইনী , বাড়ীর একজন সদস্য শুধু বের হয় , তিনি সুস্থ আছেন । আর আমাদের গ্রামে এখনো কোন রোগী সাসপেক্টও হয়নী । ধন্যবাদ ।",সকাল থেকে বারবার হাঁচি ও পাতলা সর্দি । কি ওষুধ খেতে হবে ?,গত তিনদিন ধরে বারবার হাঁচি ও পানির মতো পাতলা সর্দি হচ্ছে। সিটিরিজিন ১০ মি.গ্রা. খাওয়া যেতে পারে কি?
20851::Intrinsic,20851,Intrinsic,"আমার আপুর ওজন ৯০ কেজি । বয়স ৩০ । হঠাৎ করে এখন শ্বাসকষ্ট হচ্ছে । অক্সিজেন লেভেল ঠিক আছে । মাপলাম । ৯৯ । প্রেসার ও নরমাল । তাহলে এটা কি আ্যসিডিটির কারণে হতে পারে ? আজ সারাদিন এ সে অনেক ভাজাপোড়া , খিচুড়ি , দুধ চা খেয়েছে । কি করতে পারি ?",বয়স ৩০ । ওজন ৯০ কেজি । হঠাত শ্বাসকষ্ট হচ্ছে । অক্সিজেন লেভেল ৯৯ । প্রেসার নরমাল । এটা কি এসিডিটির জন্য হয়েছে ? কি করনীয় ?,"বয়স ৩০। ওজন ৯০ কেজি। সকাল থেকে বুকজ্বালাসহ শ্বাসকষ্ট হচ্ছে। অক্সিজেন লেভেল ৯৮–৯৯, প্রেসারও স্বাভাবিক। সারাদিন ভাজাপোড়া ও দুধ চা খাওয়ার পর সমস্যা বেড়েছে। এটা কি গ্যাস্ট্রিকের কারণে, কী করা উচিত?"
17517::Factual Contradiction,17517,Factual Contradiction,"আসসালামু আলাইকুম । আমার ছেলের বয়স আজকে ৬ মাস ২৫ দিন চলছে । ওর প্রায় সময়ই আমাশা পায়খানা লেগেই থাকে । কিন্তু গত পরশু রাতে পায়খানার সাথে রক্ত ছিলো অর্থাৎ রক্ত আমাশা পায়খানা করেছে , কালকে সারাদিনে আর রক্ত আমাশা না করলেও এমনিতেই আমাশা পায়খানা করেছে প্রায় ৩ / ৪ বার । আবার আজকে সকালেও একবার করেছে । আমি এখনো পর্যন্ত ওকে কোনো ঔষধ খাওয়াই নাই । দয়া করে জানাবেন আমি ওকে এখন কি ঔষধ খাওয়াবো তাহলে আপনাদের কাছে খুবই উপকৃত হবো ।",বয়স ৬ মাস ২৫ দিন । সবসময় আমাশয় ও পাতলা পায়খানা থাকে । গত পরশু পায়খানার সাথে রক্ত আসে বা রক্ত আমাশয় হয় । গতকাল ৩ / ৪ বার পাতলা পায়খানা হয়েছে । আজকে একবার হয়েছে । কি ওষুধ খাওয়াবো ?,"বয়স ৬ মাস ২৫ দিন। সবসময় আমাশয় ও পাতলা পায়খানা থাকে। গত পরশু পায়খানার সাথে রক্ত ছিল না। গতকাল ৩/৪ বার হয়নি, বরং পায়খানা বন্ধ ছিল। আজও একবার হয়নি। কি ওষুধ খাওয়াবো?"
12163::Factual Contradiction,12163,Factual Contradiction,"স্যার , আমার বয়স ৩৮ বছর । গত ০৩ দিন আগে হাল্কা জ্বর হয়েছিল । নাপা এক্সটেন্ড খাওয়ার পরে তার পরের দিনই জ্বরসেরে যায় । কিন্তু গত ০২ দিন ধরে আমার শ্বাস নিতে সমস্যা হচ্ছে । আমি মোনাস ১০ খেয়েছি কিন্তু তাও শ্বাসকষ্ট যাচ্ছেনা এবং গতকাল থেকে বুকের বামপার্শ্বে হালকা ব্যাথা করছে । লক্ষ্যনীয় যে আমার গোসল করার পরে বুকের আশেপাশে ও গলার নিচে লাল লাল ছোপ দাগ দেখা যায় তবে চুলকায় না যদি ও কিছুক্ষণ পর তা আর থাকেনা এবং মুখ দিয়ে ঢেকুর বের হয় খুব দুশ্চিন্তায় আছি । অনুগ্রহকরে আমাকে পরামর্শ দিয়ে সাহায্য করলে চিরকৃতজ্ঞ থাকব ।",বয়স ৩৮ । ৩ দিন আগে হালকা জ্বর হয় । নাপা এক্সটেন্ড খেলে পরের দিন জ্বর ঠিক হয়ে যায় । ২ দিন হলো শ্বাস নিতে কষ্ট হয় । মোনাস ১০ খেয়েছি কিন্তু শ্বাসকষ্ট কমেনি । গতকাল থেকে বুকের বাম পাশে ব্যাথা হচ্ছে । গোসলের পরে বুকের আশে পাশে ও গলার নিচে লাল ছোপ দাগ দেখা যায় তবে চুলকায় না । ঢেকুর হয় । পরামর্শ দিন,"বয়স ৩৮। ৩ দিন আগে হালকা জ্বর হয় এবং নাপা এক্সটেন্ড খেলেও জ্বর কমেনি। ২ দিন ধরে শ্বাস নিতে কষ্ট নেই, তবে মোনাস ১০ খাওয়ার পর শ্বাসকষ্ট কমে গেছে। গতকাল থেকে বুকের ডান পাশে হালকা ব্যথা হচ্ছে। গোসলের পরে বুকের আশেপাশে ও গলার নিচে"
24646::Factual Contradiction,24646,Factual Contradiction,"আমার বোনের বয়স ১৭ , সেনাবাহিনীতে দাড়িয়েছিলো , চুড়ান্তে মেডিকেলে ধরা পড়েছে পাইলসের সমস্যা , ও দুটি দানার মতো বড় হয়েছে , ডাক্তার বলেছে অপারেশন করা লাগবে , অপারেশন করা তো অনেক ব্যয়বহুল , আমি জানতে চাই অপারেশন ছাড়া ওষধের মাধ্যমে ভালো হবে কিনা ? ? ? আর কোন ডাক্তার কে দেখাবো ? ? ? কত টাকা খরচ হতে পারে ? ? ?","বয়স ১৭ । পাইলসের সমস্যা , ও দুটি দানার মতো বড় হয়েছে ।","বয়স ১৭। পাইলসের সমস্যা নেই, শুধু একটি ছোট দানার মতো হয়েছে।"
20810::Factual Contradiction,20810,Factual Contradiction,আমার মা ' র জরায়ু অপারেশন হয় গত মাসের ১ তারিখে . অপারেশনের পর থেকেই পায়খানা হয়না । প্রথমে ডোজ দিয়ে পায়খানা করা হত . ডোজ দিলেও একটু পায়খানা হত . পরে ওষুধখেয়েছে . কোন কাজ হয় নাই . একটু পায়খানা হত . কিন্তু অনেক খারাপ লাগতো . পায়খানার নালিতে আটকে থাকত . কিন্তু হতনা আর কোন বেগ হতনা . পরে গেষ্টোলিভার ডাক্তার দেখালাম . টেস্ট দিল . বলল থাইরয়েডের সমস্যা . . সবকিছুর ওষুধ দিল . পরে ঢাকাতে আবার দেখালাম ওষুধ দিল . কিন্তু ভাল হয় না এখনও . একবারের পায়খানা ৪ বারে হয় . আর নলিতে আটকে থাকে আর ব্যথা করে . এখন কি করব . এটা ওটিতে কোন সমস্যার জন্য হয়ছে,জরায়ু অপারেশনের পর থেকে পায়খানা হয় না । ডোজ দিলে পায়খানা হতো । পায়খানা নালিতে আটকে থাকতো । পরে থাইরয়েডের সমস্যা ধরা পড়ে । পায়খানা আটকে থাকে ও ব্যাথা করে । কি করনীয় ? এটা কোন সমস্যার জন্য হয়েছে ?,"জরায়ু অপারেশনের আগ থেকেই নিয়মিত পায়খানা হতো না। ডোজ বা ওষুধ খেলেও কোনোভাবেই পায়খানা হতো না। পরে থাইরয়েডের কোনো সমস্যা নেই বলা হয়। এখন পায়খানা সহজে হয়ে যায়, নালিতে আটকে থাকে না ও ব্যথাও করে না। কি করণীয়, এটা কোন সমস্যার জন্য হয়েছে?"
24471::Non-factual,24471,Non-factual,"আমি অবসাদে ভুগছি , ডিপ্রেশন লেভেল এতটাই ভয়াবহ লেভেলে গেছে একটা কাজ করতে ইচ্ছা করে না । দুশ্চিন্তা আছে , পারিবারিক সমস্যা আছে , দাম্পত্য কলহ , শশুড়বাড়িতে মানসিক অত্যাচার স্বীকার । এছাড়া মনোযোগ বসাতে পারি না । সারাক্ষণ মন খারাপ থাকে । নানান তিক্ত অভিজ্ঞতার কথা বেশি মনে পড়ে । এগুলা সমস্যা অনেক আগে থেকেই আছে , কিশোর বয়স থেকে । এছাড়া পাবলিক স্পিকিং নার্ভাস ব্রেকডাউন সমস্যা আছে , যার কারণে চাকরি করতে পারি নি । এখন যেটা হচ্ছে বেশি , ডিপ্রেশনে ভুগছি কিছুই ভাল লাগে না । একটা জিনিসও না ।","অবসাদে ভুগছি । দাম্পত্য কলহ , মানসিক অত্যাচার , কিশোর বয়স থেকে । পাবলিক স্পিকিং নার্ভাস ব্রেকডাউন সমস্যা আছে । ডিপ্রেশনে ভুগছি কিছুই ভালো লাগেনা ।","অবসাদে ভুগছি। দাম্পত্য কলহ, শ্বশুরবাড়ির মানসিক অত্যাচার, প্রায় ১০ বছর ধরে কিশোর বয়স থেকে। পাবলিক স্পিকিংয়ে নার্ভাস ব্রেকডাউন ও প্যানিক অ্যাটাকের সমস্যা আছে। ডিপ্রেশনে ভুগছি, কিছুই ভালো লাগে না, এমনকি ঘুমও ঠিকমতো হয় না।"
14963::Intrinsic,14963,Intrinsic,"কয়েক দিন ধরে আমার নাকে কোন ঘ্রান পাইনা কিছু খেলে তার স্বাদ পাইনা , আমার নাক কিন্তুু বন্দ নাই , শরিরে সেন্ট মারলে তার কোন ঘ্রান পাইনা । খালি লবন , মরিচ , লেবুর , এগুলো খেলে বুঝতে পারি , কিন্তুু আর যেকন খাবার খেলে স্বাদ পাইনা । কি হলো আমার","কয়েক দিন ধরে নাকে কোন ঘ্রান পাইনা । কিছু খেলে স্বাদ পাইনা । নাক বন্ধ নাই । লবন , মরিচ , লেবুর স্বাদ পাই কিন্তুু অন্য খাবার খেলে স্বাদ পাইনা ।","এক সপ্তাহ ধরে নাকে একদম ঘ্রাণ পাচ্ছেন না। খাবারেরও প্রায় সব স্বাদ চলে গেছে, শুধু ঝাল, টক আর নোনতা কিছুটা বুঝতে পারেন। নাক কিছুটা বন্ধ থাকলেও সেন্ট বা অন্য কিছুর গন্ধ টের পান না।"
12246::Intrinsic,12246,Intrinsic,আমার বয়স ৩৭ বছর । আজ বেশ কয়েক দিন থেকে আমার সমস্ত শরীর কাপে । খিদে লাগলে বেশি কাপে আর ভরা পেটে একটু কম কাপে । আমার পেশার লো । ডায়াবেটিস আছে কি না জানিনা কখনো চেক করিনি । দয়া করে বলবেন আমি কি ওষুধ খাবো এবং ওষুধের নাম টা যদি বলেন ।,বয়স ৩৭ । শরীর কাঁপে । ক্ষুধা লাগলে বেশি কাঁপে । প্রেসার লো । কি ওষুধ খাবো ?,"বয়স ৩৭। কয়েক সপ্তাহ ধরে সারা শরীর কাঁপে, বিশেষ করে খালি পেটে ও সকালে বেশি হয়। প্রেসার কম এবং ডায়াবেটিস সন্দেহ আছে। কী ওষুধ খাওয়া উচিত?"
23508::Intrinsic,23508,Intrinsic,গত কয়েকদিন যাবত মাঝে মাঝে চোখে হঠাত কেমন যেন অন্ধকার / ঝাপসা দেখি । রোদ থেকে ঘরে আসলে যেরকম লাগে অনেকটা সেরকম । কিছুক্ষন পর এমনিতেই আবার ঠিক হয়ে যায় । এরকম কন্ডিশনে কোন স্পেসালিস্ট ডাক্তার দেখাতে পারি ? এটা কি চোখের সমস্যা নাকি অন্য কিছু বুঝতে পারছিনা । এটা কি সিরিয়াস কিছু হতে পারে ? প্লিজ সাহায্য করবেন গাইড করে । ধন্যবাদ,"কিছুদিন থেকে চোখে হঠাৎ ঝাপসা দেখে , অন্ধকার হয় । কিছুক্ষণ পর ঠিক হয়ে যায়","কয়েক সপ্তাহ ধরে দুই চোখে হঠাৎ ঝাপসা ও অন্ধকার দেখি, বিশেষ করে রোদে গেলে বেশি হয়। বেশ কিছুক্ষণ পর আবার স্বাভাবিক হয়ে যায়।"
20602::Factual Contradiction,20602,Factual Contradiction,"আসসালামু আলাইকুম । আমার বয়স ৪১ বছর । আমি গত ১৬ জানুয়ারি ' ২১ তারিখে ১ম বার কোভিড১৯ এ আক্রান্ত হই এবং ২২ দিন হোম কোয়ারান্টাইন এ থেকে ডাক্তারের পরামর্শ এবং ঔষধ গ্রহন করে বাসায় থেকে সুস্থ হই । এরপর গত , ৯ আগস্ট ' ২১ ইং তারিখে ২য়বার কোভিড১৯ এ আক্রান্ত হই এবং হোম কোয়ারান্টাইন এ থেকে ঔষধ গ্রহন করে গত ২৬ আগস্ট ' ২১ ইং তারিখে সুস্থ হই । গত ৬ সেপ্টেম্বর ' ২১ ইং তারিখে আমার কোভিড - ১৯ এর ১ম ডোজ এর তারিখ এসেছে কিন্তুু নেগেটিভ হওয়ার পর থেকে ১ মাস সময় পার করতে টিকা দেয়া হয়নি । এখন ১ মাস পার হওয়ায় আমি টিকা নিতে পারবো কি",বয়স ৪১ ৷ দুই বার কোভিড হয়েছে । করোনা নেগেটিভের পর ১ মাস পার হলেও টিকা দেওয়া হয় নি ৷ এখন কি টিকা দিতে পারবো ?,বয়স ৪১। একবার কোভিড হয়েছে। করোনা পজিটিভ হওয়ার পরও ১ মাস পার হয়ে টিকা দেওয়া হয়েছে। এখন কি টিকা দেওয়া যাবে না?
7072::Intrinsic,7072,Intrinsic,স্কিন সমস্যার জন্য কোনো ডাক্তার এর নাম্বার হবে ? ? ? ? আমাদের এলাকায় লক ডাউনের জন্য ঢাকা থেকে ডাক্তার আসেনা সেই ক্ষেতে ডাক্তার দেখাতে পারছিনা স্কিন খুব চুলকাছে আর সাদা সাদা স্পট পড়ছে গলায় আর স্কিনে ১মাস ধরে সমস্যায় ভুগছি অনুগ্রহ করে সহোযোগিতা করুন আমি স্কিন ডাক্তার কাছে কথা বলে ঔষুধ সেবন করতে চাচ্ছি ? ফাংগাল ইনফেকশন কিনা তাও বুঝতেছিনা ঠিক মতো তারজন্য আমি ইসপেসালিসট এর সাথে কথা বলে সেবা প্রদান করতে চাচ্ছিলাম ।,১ মাস যাবত চুলকানি ও গলায় সাদা স্পট । করণীয় কি ?,"দুই মাস ধরে তীব্র চুলকানি ও গলা-সহ শরীরের বিভিন্ন জায়গায় সাদা দাগ হচ্ছে, সম্ভবত ফাঙ্গাল ইনফেকশন। স্কিন বিশেষজ্ঞের পরামর্শ ও ওষুধ কী হবে?"
6072::Non-factual,6072,Non-factual,আমার ডান কুচকিতে ও ডান বিচিতে ব্যথা । গরম হয়ে ওঠে । মনে হচ্ছে বাড়ি কিছু বহন করলে বারে । বিশেষ করে দুই বছরের ছেলেকে কোলে নিলে বারে । আজ ব্যথা হলে জানালাতে পা ঠেকিয়ে উপরে তুলে রাখলাম কিছুটা কমল । আমার বয়স ৩৭ ব্যথা কালে ভদ্রে হত কয়েক বছর ধরে । নিয়মিত হচ্ছে মাসখানেক হল ।,ডান কুচকিতে ও ডান বিচিতে ব্যথা । গরম হয়ে ওঠে । বয়স ৩৭ । ব্যথা নিয়মিত হচ্ছে মাসখানেক হল ।,"ডান কুচকিতে ও ডান বিচিতে ব্যথা, মাঝে মাঝে ফোলা ও গরম লাগে। বয়স ৩৭। ব্যথা নিয়মিত হচ্ছে প্রায় দুই মাস ধরে, ভারী কিছু তুললে বেশি বাড়ে।"
23216::Factual Contradiction,23216,Factual Contradiction,"আমার বয়স ২৯ বছর এবং আমার ওজন ৬৭ কেজি । বর্তমানে আমি বেশ কিছু দিন যাবত কাশি তে বুগছি । ডাক্তার দেখাইছি , উনারা মুনাস ১০ , এবং কিন্তু এন্টিবায়োটিক দিয়েছেন । খেয়েছি কিন্তু কোন কাজ হচ্ছে না । উনারা আমার এক্সে , রক্ত , এবং ইউরিন টেষ্ট করেছেন । যা নর্মাল ছিল । কাশি মাঝে মধ্যে শুক্ন থাকে । খাওয়ার পর কাশি বেরে যায় । তখন কাশির সাথে কফ আসে , অনেক টা বমির মত । এই মুহুর্তে এমন হচ্ছে । আমি প্রত্যন্ত এলাকায় আছি । এই মুহুর্তে ডাক্তারের সাথে যোগাযোগ করা সম্ভব না । তাহলে আমি কি করতে পারি । বা কোন ঔষধ নিতে পারি ।","বয়স ২৯ । অনেকদিন যাবত কাশিতে ভুগছে । মুনাস ১০ , এবং এন্টিবায়োটিক খেয়ে লাভ হয়নি রিপোর্ট ভালো আছে ।","বয়স ২৯। অল্প কয়েকদিন ধরে কাশিতে ভুগছে। মুনাস ১০ ও এন্টিবায়োটিক খেয়ে কাশি কমেছে, রিপোর্টেও সমস্যা ধরা পড়েছে।"
18055::Factual Contradiction,18055,Factual Contradiction,রক্ত দেখলে অজ্ঞান হয়ে পড়ে যাই এবং শরীরে খিচুনি হয় । আমার বয়স ২৫ বছর । লাইফে ৪ বার হয়েছে । প্রথম হয় আমার বয়স যখন ১৪ - ১৫ বছর । এটা কি কোন ঝুঁকিপূর্ণ অসুখ ? হলে কি কি সমস্যা হতে পারে ভবিষ্যৎ এ ? এর প্রতিকার কার কি ? ধন্যবাদ . .,বয়স ২৫ । রক্ত দেখলে অজ্ঞান হয়ে যাই । ৪ বার খিচুনি হয়েছে । এটা কি ঝুঁকিপূর্ণ অসুখ ? পরে কি সমস্যা হতে পারে ? কি করনীয় ?,"বয়স ২৫। রক্ত দেখলেও অজ্ঞান হই না। মাত্র ১ বার খিচুনি হয়েছে। এটা কি ঝুঁকিপূর্ণ অসুখ, ভবিষ্যতে কি সমস্যা হতে পারে এবং কি করণীয় জানতে চান।"
15576::Intrinsic,15576,Intrinsic,"আসসালামু আলাইকুম । ইদানিং খুব বেশি অবসাদে ভুগছি । এইটাকে হয়তো ডিপ্রেশন বলা যাবেনা পুরোপুরি । তবে , কিছু ভালো লাগেনা , কাজে মন বসেনা , মেজাজ খিটখিটে থাকে । এমনি সময়ে হাসিখুশি স্বভাবের হলেও মাঝে মাঝে ওভার রিএক্ট করে ফেলি । আরও কিছু তথ্যঃ আমার ব্রেকাপ হয়েছে ৬ - ৭মাস আগে । এখনো পুরোপুরি রিকভার করে উঠতে পারিনি পুরোপুরি বিষয়টি থাকে । আবার , আমি ইউনিভার্সিটি পাল্টাতে চাচ্ছি কিন্তু পরিবার মেনে নিতে চাচ্ছে না । এমতাবস্থায় কি করা যেতে পারে ?",মানসিকভাবে বিপর্যস্ত । কোনো কাজে মন বসে না । কি করনীয় ?,"মানসিকভাবে ভীষণ ডিপ্রেশনে আছেন, প্রায় ছয়-সাত মাস ধরে কোনো কিছুতেই আগ্রহ পাচ্ছেন না এবং মেজাজ সবসময় খারাপ থাকে। পারিবারিক ও সম্পর্কজনিত চাপের কারণে পড়াশোনাতেও মন বসছে না। এখন কী চিকিৎসা বা করণীয়?"
23722::Non-factual,23722,Non-factual,"আমার বয়স ২৭ . বেশ কিছুদিন যাবত খেয়াল করছি , ফোন কানে নিয়ে কথা বলার সময় কান ও মাথায় এক রকম অস্বস্তিকর ভাব হয় । এবং দিনে কয়েকবার এমন হয় যে হাঁটচলা করার সময় কান ধাপা ধরার মত হয় আর সাথে শরীর পাকড়ানোর মত হয় । খাওয়া এবং ঘুম ঠিক আছে । সর্দী হালকা আছে যা কয়েক দিন পরে পরে হয় । । এছাড়াও কান মনে হয় গরম হয়ে আছে । । দয়া করে করনীয় জানাবেন । । ।",বয়স ২৭ । বেশ কিছুদিন যাবত ফোন কানে কথা বলার সময় কান ও মাথায় এক রকম অস্বস্তিকর ভাব হয় এবং দিনে কয়েকবার হাঁটচলা করার সময় কান ধাপা ধরার মত হয় । সর্দি হালকা আছে যা কয়েক দিন পরে পরে হয় । । এছাড়াও কান মনে হয় গরম হয়ে আছে ।,"বয়স ২৭। প্রায় দুই সপ্তাহ যাবত ফোন কানে কথা বলার সময় কান ও মাথায় অস্বস্তিকর ভাব হয় এবং দিনে ৪–৫ বার হাঁটাচলার সময় কান ধাপা ধরার মতো লাগে। হালকা সর্দি আছে, মাঝে মাঝে মাথা ঝিমঝিমও করে। এছাড়াও কান গরম মনে হয়।"
24175::Intrinsic,24175,Intrinsic,আমার মায়ের বয়স 70 বছর । আমার মা কোন কাজ করতে গেলে হাত কাঁপে । বিভিন্ন সময় বিভিন্ন ডাক্তার এর পরামর্শ অনুযায়ী ওষধ খেয়েও ভালো হচ্ছে না । এমতাবস্থায় আমার মায়ের উক্ত সমস্যার জন্য একটি সঠিক প্রেসক্রিপশন করে দিলে চির কৃতজ্ঞ থাকিব ।,বয়স ৭০ । কাজ করলে হাত কাঁপে,"বয়স ৭০। অনেক দিন ধরে দুই হাতই সব সময় কাঁপে, ওষুধ খেলেও তেমন উপকার হচ্ছে না।"
4933::Non-factual,4933,Non-factual,আমার ওয়াইফ পেগনেট . 3 মাস । ওর 2 মাস ধরে গলার বাম সাইট বেথা অনুভব করে মাঝে মাঝে জর আসে । কিছু গিলতে গেলে বেথা করে । নাপা খাওয়া নো হয়েছে কিন্তু কমেনা । হসপিটাল গেছিলাম কিন্তু করোনা ভাইরাসের জন্য এখন কোন গাইনী ডাক্তার পাইনি । এখন কি করা যায় । কি করতে পারি ?,"প্রেগন্যান্ট ৩ মাসের । ২ মাস ধরে গলার বাম সাইডে ব্যথা । মাঝে মাঝে জ্বর আসে । গিলতে কষ্ট হয় , নাপা খেয়ে কমে নি","প্রেগন্যান্ট ৪ মাসের। ৩ মাস ধরে গলার ডান সাইডে ব্যথা। মাঝে মাঝে ১০১ ডিগ্রি জ্বর আসে। কিছু গিলতে কষ্ট হয়, নাপা ও অ্যাজিথ্রোমাইসিন খেয়েও কমে নি।"
