id,source_id,pattern,context,question,right_answer,hallucinated_answer,raw_response,is_hallucinated
bengali-6681403982104856121-1::comprehension,bengali-6681403982104856121-1,comprehension,"মতিউর রহমান ১৯৪১ সালের ২৯ অক্টোবর পুরান ঢাকার ১০৯, আগা সাদেক রোডের ""মোবারক লজ""-এ জন্মগ্রহণ করেন। তার পৈতৃক নিবাস নরসিংদী জেলার রায়পুরা থানার রামনগর গ্রামে। যা এখন মতিনগর নামে পরিচিত।  ৯ ভাই ও ২ বোনের মধ্যে তিনি ছিলেন ৬ষ্ঠ। তাঁর বাবা মৌলভী আবদুস সামাদ, মা সৈয়দা মোবারকুন্নেসা খাতুন। ঢাকা কলেজিয়েট স্কুল থেকে ষষ্ঠ শ্রেণী পাস করার পর সারগোদায় পাকিস্তান বিমান বাহিনী পাবলিক স্কুলে ভর্তি হন। ডিস্টিংকশনসহ মেট্রিক পরীক্ষায় সাফল্যের সাথে প্রথম বিভাগে উত্তীর্ণ হন।",বীরশ্রেষ্ঠ ফ্লাইট লেফটেন্যান্ট মতিউর রহমানের বাবার নাম কী ?,মৌলভী আবদুস সামাদ,সৈয়দা মোবারকুন্নেসা খাতুন,yes,yes
bengali--1831213595878006436-0::factualness,bengali--1831213595878006436-0,factualness,ই-ইঙ্ক বা ইলেক্ট্রোফোরেটিক ইঙ্ক এক ধরনের ইলেক্ট্রনিক কাগজ বা পর্দা যা ই ইঙ্ক কর্পোরেশন নামক একটি প্রতিষ্ঠান কর্তৃক শিল্পজাতকৃত। এমআইটি মিডিয়া ল্যাব সর্বপ্রথম ই-ইঙ্ক প্রযুক্তি নিয়ে গবেষণা শুরু করে। পরবর্তীতে ১৯৯৭ সালে এমআইটির ই-ইঙ্ক গবেষণা প্রকল্পের উপর ভিক্তি করে ই ইঙ্ক কর্পোরেশন প্রতিষ্ঠিত হয়। ১৯৯৬ সালের এক পেটেন্ট অণুযায়ী জোসেফ জ্যাকবসন এবং ব্যারেট কমিস্কিকে ই-ইঙ্ক প্রযুক্তির উদ্ভাবক হিসেবে স্বীকৃতি দেয়া হয়েছে।[1],ই ইঙ্ক কর্পোরেশনের প্রতিষ্ঠাতা কে ?,জোসেফ জ্যাকবসন এবং ব্যারেট কমিস্কি,জেরোম উইসনার এবং নিকোলাস নেগ্রোপন্তে,yes,yes
bengali-3388903986057254256-1::specificity,bengali-3388903986057254256-1,specificity,আলচি বৌদ্ধবিহারের প্রতিষ্ঠাতা হিসেবে রিন-ছেন-ব্জাং-পো (জীবনকাল: ৯৫৮-১০৫৫) নামক বিখ্যাত তিব্বতী বৌদ্ধ পন্ডিতের উল্লেখ করা হয়। কিন্তু রজার গোয়েপ্পার এই বিহারের সবচেয়ে পুরাতন ভবনগুলির মধ্য অন্যতম গ্সুম-ব্র্তসেগ্স মন্দিরটি ত্রয়োদশ শতাব্দীর প্রথম চতুর্থাংশে নির্মিত হয়েছিল বলে হিসেব করেছেন। এই মন্দিরের তৃতীয় তলার প্রবেশদ্বারের দেওয়ালে 'ব্রি-কুং-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের যোগীদের চিত্রে এই ধর্মসম্প্রদায়ের প্রতিষ্ঠাতা 'জিগ-র্তেন-ম্গোন-পো-রিন-ছেন-দ্পালের (জীবনকাল: ১১৪৩-১২১৭) চিত্র শেষে আঁকা হয়েছে বলে মনে করা হয় যে এই মন্দির 'জিগ-র্তেন-ম্গোন-পো-রিন-ছেন-দ্পালের মৃত্যুর পর ত্রয়োদশ শতাব্দীর শুরুতে নির্মিত হয়েছে।[4]:৭৩[5][6] এই সময় আলচি সহ নিম্ন লাদাখ মধ্য তিব্বতের 'ব্রো নামক পরিবারগোষ্ঠীর শাসনাধীন ছিল।,আলচি বৌদ্ধবিহারের প্রতিষ্ঠাতা কে ?,রিন-ছেন-ব্জাং-পো,আলচি বৌদ্ধবিহারের প্রতিষ্ঠাতা ছিলেন ত্রয়োদশ শতাব্দীর ব্রো পরিবার।,yes,yes
bengali-9180741355773022793-4::specificity,bengali-9180741355773022793-4,specificity,"অ্যানড্রয়েড ইনকর্পোরেট প্রতিষ্ঠা হয়েছিল ২০০৩ সালের অক্টোবরে পালো আল্টো, ক্যালিফোর্নিয়ায়, প্রতিষ্ঠাতা অ্যান্ডি রুবিন (ডেন্জারের সহ-প্রতিষ্ঠাতা)[22], রিচ মাইনার(ওয়াইল্ডফায়ার কমউনিকেশনস, ইনকর্পোরেটেডের সহ প্রতিষ্ঠাতা)[23], নিক সিয়ারস (টি-মোবাইলের সাবেক ভাইস প্রেসিডেন্ট)[24] নিক সিয়ারস (টি-মোবাইলের প্রাক্তন ভাইস প্রেসিডেন্ট)এবং ক্রিস হোয়াইট (ওয়েবটিভি’র ডিজাইন এবং ইন্টারফেস প্রধান)[25]। যেহেতু তারা বিভিন্ন প্রতিষ্ঠানে নিয়োজিত ছিলেন তাই অ্যানড্রয়েডের কার্যক্রম চলতো অনেকটা গোপনে। প্রতিষ্ঠান থেকে এটা বলা হত যে তারা শুধু মোবাইলের একটি সফটওয়্যারের উপর কাজ করছেন। কোম্পানির প্রাথমিক উদ্দেশ্য ছিলো ডিজিটাল ক্যামেরার জন্য একটি উন্নত মানের অপারেটিং সিস্টেম তৈরী করা। যদিও পরে তারা বুঝতে পারেন ডিভাইসটির বাজার তত বড় নয়। তাই কোম্পানিটি মনোযোগ দেয় স্মার্টফোন অপারেটিং সিস্টেম তৈরীর উপর। উদ্দেশ্য ছিলো এটি সিমবিয়ান এবং মাইক্রোসফটের উইন্ডোজ মোবাইল মোবাইল অপারেটিং সিস্টেমগুলোর সাথে পাল্লা দেবে।[26] অ্যানড্রয়েড ইনকর্পোরেটেড লুকিয়ে পরিচালনা করা হত, কিন্তু সবাইকে বলতো তারা মোবাইল সফটওয়্যারের উপর কাজ করছে।[27] একই বছরে রুবিনের টাকা ফুরিয়ে যায়। স্টিভ পার্লম্যান,  রুবিনের কাছের বন্ধু, তার জন্য ১০,০০০ ডলার নগদ একটি খামে রেখে দেয় এবং কোম্পানির ঝুঁকি নিতে অস্বীকার করে।[27][28]",আইওএস মোবাইল অপারেটিং সিস্টেমটি কবে চালু হয় ?,২০০৩ সালে,আইওএস মোবাইল অপারেটিং সিস্টেমটি ২০০৩ সালের অক্টোবরে পালো আল্টোতে চালু হয়।,yes,yes
bengali-8394231526456964839-1::specificity,bengali-8394231526456964839-1,specificity,মহিউদ্দিন জাহাঙ্গীর ১৯৪৯ সালের ৭ মার্চ বরিশাল জেলার বাবুগঞ্জ উপজেলার রহিমগঞ্জ গ্রামে জন্মগ্রহণ করেন। তাঁর পিতা আব্দুল মোতালেব হাওলাদার ছিলেন কৃষক এবং মা সাফিয়া বেগম ছিলেন গৃহিণী। মহিউদ্দিনরা তিন বোন তিন ভাই।[2] দাদা আব্দুর রহিম হাওলাদার ছিলেন প্রতাপশালী ব্যক্তি। পিতার আর্থিক দৈন্যতার কারণে মাত্র সাড়ে তিন বছর বয়সে মামার বাড়ি মুলাদি উপজেলার পাতারচর গ্রামে যান জাহাঙ্গীর। পাতারচর সরকারি প্রাথমিক বিদ্যালয়ে ১৯৫৩ সালে তাঁর শিক্ষাজীবনের সূচনা হয়। মুলাদি মাহমুদ জান পাইলট উচ্চ বিদ্যালয় থেকে ১৯৬৪ সালে বিজ্ঞান বিভাগে ম্যাট্রিকুলেশন পাস করেন। ১৯৬৬ তে তিনি বরিশাল বি.এম (ব্রজমোহন) কলেজ থেকে উচ্চ মাধ্যমিক পাশ করেন।[3],বাংলাদেশের শহীদ মুক্তিযোদ্ধা মহিউদ্দিন জাহাঙ্গীরের বাবার নাম কী ?,আব্দুল মোতালেব হাওলাদার,মহিউদ্দিন জাহাঙ্গীরের বাবার নাম সম্ভবত মোতালেব হাওলাদার।,yes,yes
bengali-2005469134674641797-1::specificity,bengali-2005469134674641797-1,specificity,রাঙ্গামাটি জেলার মোট আয়তন ৬১১৬.১৩ বর্গ কিলোমিটার।[1] এটি বাংলাদেশের বৃহত্তম জেলা।,পার্বত্য জেলা রাঙ্গামাটি শহরে মোট আয়তন কত ?,৬১১৬.১৩ বর্গ কিলোমিটার,রাঙ্গামাটি শহরের মোট আয়তন প্রায় ৩২৫ বর্গ কিলোমিটার।,no,no
bengali-2658236964036018978-3::comprehension,bengali-2658236964036018978-3,comprehension,"দৃশ্যমান আলো বর্ণালী বাদ দিলে তড়িৎচৌম্বক বর্ণালী প্রথম আবিষ্কার করেন উইলিয়াম হার্শেল। তিনি ১৮০০ সালে অবলোহিত বিকিরণ (ইনফ্রারেড) আবিষ্কার করেন [4] । প্রিজম দ্বারা বিচ্ছুরিত আলোক বর্ণালীর বিভিন্ন বর্ণের তাপমাত্রা তিনি থার্মোমিটার দিয়ে পর্যবেক্ষ্ণ করছিলেন। সেই সময় তিনি লক্ষ করেন, বর্ণালীতে তাপমাত্রা সর্বাধিক হয় দৃশ্যমান লাল বর্ণ অতিক্রম করে। তিনি এই সিদ্ধান্তে উপনীত হন যে, তাপমাত্রা পরিবর্তনের কারণ হল ""ক্যালোরিফিক রে"" বা ""তাপ উৎপাদনকারী তরঙ্গ"" - যা আলোর ন্যায় একপ্রকার তরঙ্গ, কিন্তু দেখা যায় না।",তড়িৎচৌম্বক বর্ণালী প্রথম আবিষ্কার করেছিলেন কে ?,উইলিয়াম হার্শেল,জেমস ক্লার্ক ম্যাক্সওয়েল,yes,yes
bengali--8638982311668751103-0::inference,bengali--8638982311668751103-0,inference,"ত্রিভুবন আন্তর্জাতিক বিমানবন্দর (Nepali: त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल, IATA: KTM, ICAO: VNKT) নেপালের কাঠমান্ডুতে অবস্থিত আন্তর্জাতিক বিমানবন্দর। এটি শহরের কেন্দ্রস্থল থেকে ছয় কিলোমিটার দুরে কাঠমান্ডু উপত্যকায় অবস্থিত। এটি নেপালের একমাত্র আন্তর্জাতিক বিমানবন্দর এবং ১৯৪৯ সাল থেকে একটি বিমানঘাঁটি হিসেবে কাজ করেছে। এটি রাজা মহেন্দ্র ১৯৫৫ সালে উদ্বোধন করেন এবং ১৯৬৪ সালে বর্তমান নামে পরিচিত হয়। শুরুতে এটি ঘাসের রানওয়ে ছিল, ১৯৫৭ সালে কংক্রিটের আস্তারন স্থাপন করা হয় এবং বেশ কয়েকবার সম্প্রসারণ করা হয়। ত্রিভুবনে প্রথম জেট বিমান নামে ১৯৬৭ সালে এবং জেট বিমান নিয়মিত পরিচালনা শুরু হয় ১৯৭২ সালে।",ত্রিভুবন আন্তর্জাতিক বিমানবন্দরটির উদ্ভোধন কে করেন ?,রাজা মহেন্দ্র,ত্রিভুবন আন্তর্জাতিক বিমানবন্দরটির উদ্বোধন করেন রাজা ত্রিভুবন।,yes,yes
bengali-1723011166667196429-2::specificity,bengali-1723011166667196429-2,specificity,হালাকু খান ছিলেন চেঙ্গিস খানের অন্যতম পুত্র তোলুইয়ের সন্তান। তার মা সোরগাগতানি বেকি ছিলেন একজন প্রভাবশালী কেরাইত শাহজাদি। সোরগাগতানি ছিলেন একজন নেস্টরিয়ান খ্রিষ্টান। হালাকু খানের স্ত্রী দকুজ খাতুন এবং তার ঘনিষ্ট বন্ধু ও সেনাপতি কিতবুকাও খ্রিষ্টান ছিলেন। মৃত্যুর আগমুহূর্তে হালাকু খান বৌদ্ধধর্ম গ্রহণ করেছিলেন বলে জানা যায়।[1][2] কয়য়ে বৌদ্ধ মন্দির নির্মাণ থেকে বৌদ্ধধর্মে তার আগ্রহের প্রমাণ পাওয়া যায়।[3],হালাকু খানের স্ত্রীর নাম কি ছিল ?,দকুজ খাতুন,সোরগাগতানি বেকি ছিলেন তার স্ত্রী।,yes,yes
bengali-1411582546196272359-27::comprehension,bengali-1411582546196272359-27,comprehension,"তুরস্কের জনসংখ্যা প্রায় সাত কোটি ১৫ লাখ।[68] দেশটির জন্মহার গড়ে ১ দশমিক ৩১।[69] প্রতি বর্গকিলোমিটারে এর জনসংখ্যা ৯২ জন। এর মধ্যে শহরে বসবাস করে ৭০ দশমিক ৫ জন। ১৫ থেকে ৬৪ বছর বয়সী লোক রয়েছে ৬৬ দশমিক ৫ শতাংশ। শূন্য থেকে ১৪ বছরে বয়সী লোকের সংখ্যা ২৬ দশমিক ৪ শতাংশ। ৬৫ বছরের বেশি বয়সী লোকের সংখ্যা ৭ দশমিক ১ শতাংশ।[70] সিআইএ ফ্যাক্টবুক অনুসারে তুর্কি পুরুষের গড় আয়ু ৭০ দশমিক ৬৭ বছর ও মহিলাদের গড় আয়ু ৭৫ দশমিক ৭৩ বছর। মোট জনসংখ্যার গড় আয়ু ৭৩ দশমিক ১৪ বছর। ৬ থেকে ১৫ বছর বয়সী শিশুদের জন্য শিক্ষা বাধ্যতামূলক ও অবৈতনিক। শিক্ষার হার পুরুষের ৯৫ দশমিক ৩ শতাংশ ও নারীদের ৭৯ দশমিক ৬ শতাংশ। গড় শিক্ষার হার ৮৭ দশমিক ৪ শতাংশ।[71] তুর্কি সংবিধানের ৬৬ নম্বর আর্টিক্যাল অনুসারে, ‘তুরস্কের নাগরিকত্ব যাদের আছে তারাই তুর্কি বলে পরিচিত।[72]",তুরস্কের বর্তমান (২০১৯) জনসংখ্যা কত ?,প্রায় সাত কোটি ১৫ লাখ,প্রায় ৯২ জন প্রতি বর্গকিলোমিটার,yes,yes
bengali-8899130051977933608-1::comprehension,bengali-8899130051977933608-1,comprehension,১৯৬২ খ্রিস্টাব্দের ২৫শে আগস্ট তৎকালীন পূর্ব পাকিস্তান প্রদেশের ময়মনসিংহ শহরে তসলিমা নাসরিনের জন্ম হয়। দুই ভাই দুই বোনের মধ্যে তিনি তৃতীয়। তাঁর মাতা ঈদুল ওয়ারা গৃহিনী এবং পিতা রজব আলী পেশায় চিকিৎসক ছিলেন। ১৯৭৬ খ্রিস্টাব্দে তিনি ময়মনসিংহ রেসিডেন্সিয়াল স্কুল থেকে মাধ্যমিক স্কুল সার্টিফিকেট (এসএসসি) পাস করেন। ১৯৭৮ খ্রিস্টাব্দে তিনি আনন্দ মোহন কলেজ থেকে উচ্চ মাধ্যমিক সার্টিফিকেট (এইচএসসি) পাস করেন। এরপর তিনি ময়মনসিংহ মেডিক্যাল কলেজে ভর্তি হন এবং সেখান থেকে ১৯৮৪ খ্রিস্টাব্দে এমবিবিএস পাস করেন।[5] ১৯৮৬ খ্রিস্টাব্দ থেকে ১৯৮৯ খ্রিস্টাব্দে তিনি সরকারী গ্রামীণ হাসপাতালে এবং ১৯৯০ খ্রিস্টাব্দ থেকে ১৯৯৩ খ্রিস্টাব্দ পর্যন্ত মিটফোর্ড হাসপাতালে স্ত্রীরোগ বিভাগে ও ঢাকা মেডিকেল কলেজ হাসপাতালে (ঢামেকহা) তে অ্যানেসথেসিওলজি বিভাগে চিকিৎসক হিসেবে কর্মরত ছিলেন।[6],তসলিমা নাসরিনের বাবার নাম কী ?,রজব আলী,রেজাউল করিম চিকিৎসক ছিলেন,yes,yes
bengali--6029141022173703914-7::specificity,bengali--6029141022173703914-7,specificity,"১৯৪৪ সালে মোহাম্মদ রফি বোম্বেতে (বর্তমান মুম্বাই) চলে আসেন। তাঁর শ্যালক সেখানে তাঁকে ভেন্দী বাজারের মতো ব্যস্ততম এলাকায় দশ ফুট বাই দশ ফুট কক্ষে থাকার ব্যবস্থা করেন। সেখানে তানভীর নাকভী নামীয় একজন কবি - আবদুর রশীদ কারদার, মেহবুব খান এবং অভিনেতা-পরিচালক নাজিরের মতো চলচ্চিত্র পরিচালকের সাথে রফিকে পরিচয় করে দেন।[7] শ্যাম সুন্দর তখন মুম্বাইয়ে অবস্থান করছিলেন। তিনি রফিকে আবারো জিএম দুররানী'র সাথে দ্বৈত সঙ্গীতে অংশগ্রহণের জন্য আমন্ত্রণ জানান। শ্যাম সুন্দরের গাঁও কি গোরী চলচ্চিত্রের আজি দিল হো কাবু মে তো দিলদার কি এ্যায়সী তাঈসী গানের মাধ্যমে মোহাম্মদ রফি হিন্দী চলচ্চিত্রে প্রথম গান রেকর্ড করেন।[13]",মোহাম্মদ রফি প্রথম কোন হিন্দি চলচ্চিত্রে গান গেয়েছিলেন ?,গাঁও কি গোরী,মোহাম্মদ রফি প্রথমে সম্ভবত **মেহবুব খানের এক হিন্দি চলচ্চিত্রে** গান গেয়েছিলেন।,yes,yes
bengali--7489945090902839314-2::specificity,bengali--7489945090902839314-2,specificity,"মনস্টার্স ইউনিভার্সিটি, মাইক এবং সুলে নামে দুজন মনস্টারের গল্প। শুরুতে, কলেজে অধ্যয়নকালে তারা নিজেদের প্রতিদ্বন্দ্বী হিসাবে ভাবলেও ধীরে ধীরে তাদের মধ্যে ভালো বন্ধুত্ব তৈরি হয়ে ওঠে। বিলি ক্রিস্টাল, জন গুডম্যান, স্টিভ বুসচেমি, বব পিটারসন এবং জন রাৎজেনবার্জার চলচ্চিত্রে মাইক ওয়াজোসকি, জেমস পি. সুলিভান, র‌্যান্ডাল বগ্স, রজ, এবং জঘন্য তুষারমানবের চরিত্রে অভিনয় করেছেন। বনি হান্ট, যিনি প্রথম চলচ্চিত্রে মিস. ফ্লেইন্ট চরিত্রে অভিনয় করেছেন, এই চলচ্চিত্রে তিনি মাইকের স্কুল শিক্ষিকা মিস. কারেন গ্র্যাভ্স চরিত্রে কণ্ঠ দিয়েছেন। সঙ্গীত রচনা করেছেন রান্ডি নিউম্যান এবং পিক্সারে সাথে এটি তার সপ্তম কাজ।",মনস্টার্স ইউনিভার্সিটি চলচ্চিত্রটির মূল চরিত্রের নাম কী ?,মাইক এবং সুলে,মূল চরিত্রের নাম র‌্যান্ডাল বগ্স এবং রজ।,yes,yes
