id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer,is_hallucinated,raw_response
bengali--3907492526608506419-2::specificity,bengali--3907492526608506419-2,specificity,"2018 sale Real Madrid Forbes dara prokashito Forbes shobcheye mulyoban football club-er talikay sthan pay, jekhane prokash kora hoy je ei clubtir mot mullo anumannik €3.47 billion ($4.1 billion). 2016–17 mousume clubti Deloitte dara prokashito shobcheye mulyoban football club-er talikay 2y sthan odhikar kore, jekhane clubtir barshik ay chilo anumannik €674.6 million.[11][12][13] Clubti bishwer shobcheye beshi somorthito dalguler moddhe ekta.[14] Real Madrid La Liga-r 3 protishthata sadossher moddhe ekta jara 1929 sal hote shuru howa La Liga-r itihashe kokhono-i shirsho bibhag hote obonomito hoyni",2018 sale Real Madrid football club-er barshik ay koto chilo?,Anumanik €674.6 million,2018 sale Real Madrid-er barshik ay chhilo praye €720 million er moto.,yes,yes
bengali--2828441118948687849-0::factualness,bengali--2828441118948687849-0,factualness,"Abdul Aziz ibne Abdur Rahman ibne Foysal ibne Turki ibne Abdullah ibne Muhammad Al Saud (Arabic: Abd al-Aziz ibn Abd ar-Rahman Al Saud, 15 January 1876[1] – 9 November 1953) Arab biswe sadharonvabe Abdul Aziz[2] ba Ibne Saud[3] bole porichito. Tini adhunik Saudi Araber protishthata o Saudi Araber prothom badshah.[4]",Abdullah bin Al-Husain koto sale jonmogrohon korechilen?,15 January 1876,Abdullah bin Al-Husain 14 January 1877-e jonmogrohon korechilen.,yes,yes
bengali-3835181479414901802-18::inference,bengali-3835181479414901802-18,inference,"Rabindranath Thakur Subhashchandrake 'Deshnayak'[7] akhya diye Taser Desh nrityonattyoti take utsorgo koren. Utsorgopotrey lekhen: ""Swadesher chitte nuton pran sonchar korbar punnyobroto tumi grohon korecho, sei kotha smoron ko're tomar name 'Taser Desh' natika utsorgo korlum.""[8] Azad Hind Foujer ovijan byorthotay porjoboshito holeo, Subhashchandrer shourjo o aposhihin ronniti take Bharatbyapi jonopriyata dan kore. Netajir jonmodin bortomane Poshchimbange, Tripuray, Asome o Odisay rashtriyo chhutir din hisebe palito hoy. Swadhinotar por Kolkatar ekadhik rasta tar name namank",Subhashchandra Bosu ke Deshnayok akhya diyechhilen?,Rabindranath Thakur,Deshnayok upadhi ta mone hoy Azad Hind Foujer netritto-r jonno Mahatma Gandhi diyechhilen.,yes,yes
bengali-4642028559631724689-1::factualness,bengali-4642028559631724689-1,factualness,Hachon Rajar jonmo 1854 saler 21 December (7 Poush 1261) sekaler Sylhet jeler Sunamganj shohorer nikotoborti Surma nodir tire Lokkhonchhiri (Lokkhonshri) porgonar Teghoria grame. Hachon Raja jomidar poribarer shontan. Tar pita Dewan Ali Raja Chowdhury chilen protapshali jomidar. Hasan Raja tar tritiyo putro. Ali Raja tar khalato bhai Amir Bokhsh Chowdhurir nihshontan bidhoba Hurmot Jahan Bibike porinoto boyoshe biye koren. Hurmot Bibir gorbhei Hachon Rajar jonmo.[4] Hachoner pita Dewan Ali Raja tar opurbo shundor boimatreyo bhai Dewan Obedur Rajar poramorsho moto,Dewan Hasn Raja Chowdhury kobe jonmogrohon koren?,1854 saler 21 December,Dewan Hasn Raja Chowdhury 1853 saler 22 December jonmogrohon koren.,yes,yes
bengali--1850954320629290188-3::specificity,bengali--1850954320629290188-3,specificity,1890-er doshoke West Indies cricket daler protistha hoyechilo bole dharona kora hoy. Tokhon tara soforkari England cricket daler bipokkhe prothom mathe khelte name. 1926 sale cricketer antorjatik niyontrak songstha Imperial Cricket Conference-e West Indies Cricket Board ba WICB jogdan kore.[4] Erpori tara anusthanikvabe prothom antorjatik khelay ongshogrohon kore. 1928 sale West Indies cricket dal 4rth testkhelure daler morjada lav kore.[5],West Indies er jatio cricket dol kobe protishthito hoy?,1890-er doshoke,West Indies er jatio cricket dol mone hoy 1926 sale protishthito hoy.,yes,yes
bengali--4899381839662825690-20::inference,bengali--4899381839662825690-20,inference,"1917 sale Bharoter jatiyo Congress somorthito prothom nari protinidhidol narir rajnaitik odhikar nischit korar dabi niye rastrosachiber shonge sakkhat koren. 1927 sale Punete Nikhil Bharat nari shikkha bishoyok alochonachokro (All India Womens Education Conference) onusthito hoy, ebong eti samajik unnoyonmulok andoloner ekta prodhan songothon hoye othe. 1929 sale balyobibaho niborton ain pass hoy, jekhane ekta meyer biye korar nyunotomo boyosh 14 bochor bole sthir kora hoy. Jodio Mahatma Gandhi nije tero bochor boyoshe bibaho koren, pore tini balyobibaho borjon korar jonno ebong bal-bidhobader biye korar",Bharotiyo ain onujayi koto bochor boyose ekjon meye biye korar joggota orjon kore?,14,15 bochor boyose ekjon meye biye korar joggota orjon kore.,yes,yes
bengali-3112822108051662072-7::factualness,bengali-3112822108051662072-7,factualness,Babar porichalito chobite obhinoyer maddhomei cholocchitrer jogote obhishek hoy Downey Jr.-er. Matro pach bochorer chotto Downy-ke prothom boro porday dekha jay baba Robert Downey Sr.-er Pound cholocchitre.[37][38] E cholocchitre take ekta osustho kukurchhanar bhumikay obhinoy korte dekha jay.[39][40][41] Sat bochor boyose Downy Greaser's Palace (1972) cholocchitre obhinoy koren.[29] Porobortite babar porichalito cholocchitrogulote chotokhato bhumikay obhinoy korechen tini.[42] Dosh bochor boyose tini London-er Chelsea elakay boshobash korten.[43] Sekhane tini Perry House School-e porashona koren eb,Robert John Downey Junior-er obhinito prothom cholocchitrer nirmata ke chilen?,Robert Downey Senior,Martin Scorsese chhilen tar prothom cholocchitrer nirmata.,yes,yes
bengali--8204875660906624650-32::factualness,bengali--8204875660906624650-32,factualness,"26 Jun 2009 sale Real Madrid nishchit kore je Ronaldo pohela July 2009 sal theke tader dole jog dibe. Tar transfer fee chilo £80 million (€94 million) ja take bishwer shobcheye dami kheloyar kore tole.[61] Real Madrid-er sathe tar chuktir meyad chilo 6 bochor.[62] Chukti onujayi tini proti bochor €11 million beton peten.[63] Tar buyout clause-er mullo €1 billion.[64] 6 July Ronaldo-ke Real Madrid-er kheloyar hisebe bishwo media-r samne hajir kora hoy,[65] jekhane take 9 no. jersey deya hoy.[66] Take Real Madrid-er jersey prodan koren Alfredo di Stefano.[67] Ronaldo-ke Real Madrid-e shagot jananor jonno 80,000 theke 85,000 dorshok Santiago Bern",Cristiano Ronaldo mot koto bochor Real Madrid club er hoye khelechen?,6,7 bochorer jonno Real Madrid-er hoye khelechhilen Cristiano Ronaldo.,yes,yes
bengali-439518577347767979-1::factualness,bengali-439518577347767979-1,factualness,Totkalin Soviet Union-er Leningrad-e Anatoli Afanasievich Medvedev o Julia Veniaminovna Medvedeva dompotir shontanrupe jonmogrohon koren. Baba Afanasievich Leningrad State Institute of Technology-te rosayon prokoushol bishoye odhyapona korten.[3][4] Ma Julia Voronezh Bishwabidyaloye porashona sheshe Herzen State Pedagogical University-te Russian bhasha shikkha den.[5] Leningrad-er Kupchino jelay 6 Bela Kun Street-er 40 borgomitar-er apartment-e Medvedev-er poribar boshobash korten.[6][7] Poribarer ekmatro shontan chilen tini. Eksomoy e poribar-ke onnotomo buddhijibi poribarrupe gonona kora hoto.[7],Dimitri Anatolievich Medvedev-er babar nam ki?,Afanasiyevich Leningrad,Dimitri Anatolievich Medvedev-er babar nam chhilo **Anatoli Sergeyevich Medvedev**.,yes,yes
bengali-1028909508937040669-0::inference,bengali-1028909508937040669-0,inference,"Imam Bukhari (jonmo: 194 Hijri-mrittu: 256 Hijri), Arab riti onujayi bongshodharasoh puro nam holo Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah (Arbi/Farsi vashay: Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah Bukhari), ekjon bikhyato hadisbett a chilen. Tini ""Bukhari Sharif"" name ekta hadiser songkolon rochona koren, ja musolmander nikot hadiser sobcheye uttom grontho bibechito hoy. [5] Tar nam Muhammad. Upanam holo Abu Abdullah. Amirul Muminin fil Hadis tar upadhi. Bukhara tar jonmosthan bole take Bukhari bola hoy.[6]",Muhammad bin Ismail bin Ibrahim bin Mugirah bin Bardiyabah kobe jonmogrohon koren?,194 hi:,Tini prochur shombhoboto 256 Hijri te jonmogrohon koren.,yes,yes
bengali-4876582901305573055-1::specificity,bengali-4876582901305573055-1,specificity,"Radhagobinda 1878 saler July 16 tarikh e bortoman Bangladesher Jashore Sadar upojelar Bokchor (Bagchor nameo porichito) grame jonmogrohon koren. Tar baba Gorachand sthaniyo ekjon daktarer sohokari chilen, ar ma Padmamukh chilen ekjon grihini. Bokchor pathshalay odhyayon sheshe Radhagobinda Jashore Zila School e porashona koren. Kintu lekhaporar proti tar temon agroho chilo na. Borong rater akasher proti akorshon chilo beshi. Porashonay omonojoger karone tin tin bar probeshika porikkhay ongshogrohon koreo uttirno hote parenni. 1899 sale tar boyosh jokhon matro 21 bochor tokhon tar sathe Mur",Jyotirbiggani Radhagobinda Chondrer babar nam ki?,Gorachand,Radhagobinda Chondrer babar nam shombhoboto Gopalchand chhilo.,yes,yes
bengali--4406976333727853714-0::comprehension,bengali--4406976333727853714-0,comprehension,"Cumilla Modern High School Bangladesh-er Cumilla jelay obosthito ekta madhyamik biddaloy. Eti Cumilla jelar prankendro Kandirpar-er sannikote obosthito. Eti 1993 sale protishthito. Schooltite 6th theke 10m shreni porjonto shikkha deya hoy jekhane meyera probhati o chelera diba shakhay odhyayon kore. SSC porikkhar folafoler dik diye, ei schoolti besh koyek bochor dhore Cumilla Shikkha Board-e sera dosher moddhe obosthan korche. Schooltite pray 5000 shikkharthi odhyayon kore.",Kumilla Modern High School-er bortoman shikkharthir shongkha koto?,pray 5000,Bortomane Kumilla Modern High School-e pray 3000 jon shikkharthi ache.,yes,yes
bengali--6803973287842827645-45::factualness,bengali--6803973287842827645-45,factualness,"King rajdorbarer durbolotar karone torun rajkiyo samorik o besamorik kormokortara ebong chatrosomaj somratke utkhato kore ekta projatontro gothon korte proyashi hon. 12i March 1912 sale Nanjing-e ekta ontorbortikalin sarkar gothito hoy. Somapto hoy Chiner 2000 bochorer rajkiyo shashoner. Kintu Sun shighroi somratke khomotachyut koray shahajjo korar binimoye (je siddhantor jonno porobortikale tini onushochona koren) chukti onujayi, Yuan Shikai er hate khomota hostantor korte baddho hon. Yuan Shikai chilen nob gothito senabahini prodhan ebong bhutpurbo somrater prodhanmontri. Poroborti pach",China samrajyer sorbosesh somrat ke?,Yuan Sikai,Chiner samrajyer sorbosesh somrat chhilen **Sun Yat-sen**.,yes,yes
bengali--8707413810832587133-1::specificity,bengali--8707413810832587133-1,specificity,"Dhaka Bishwabidyaloyer shikkhokbrindo shobcheye beshi shongkhok Bangladesh Biggan Academy podok lav korechen.[5][6] Echarao, eti Bangladesher ekmatro bishwabidyaloy hisebe Asiaweek er pokkho theke shirsho 100 bishwabidyaloye jayga kore ney.[7] Eti Asiar sera 100ti bishwabidyaloyer moddhe 64tom.[8] Ekhane pray 38,000 chatro-chatri ebong 1,805 jon shikkhok royeche.[1][2]",Bortomane Dhaka Bishwabidyaloyer mot chatrochatrir shonkha koto?,"38,000","Bortomane Dhaka Bishwabidyaloye motamoti 35,000-er moto chatrochhatri ache.",yes,yes
bengali-7755099264590331306-3::specificity,bengali-7755099264590331306-3,specificity,"1824 saler 25 January Bangla Presidency-r Jashore jeler (adhuna Bangladesh rashtrer Jashore jeler Keshabpur upojelar) Sagardari gramer ek sombhranto Hindu Kayastha poribare Madhusudan Datter jonmo hoy. Tini chilen Rajnarayan Dutta o tar prothoma potni Jahnabi Debir ekmatro shontan. Rajnarayan Dutta chilen Kolkatar Sadar Dewani Adaloter ek khyatonama ukil. Madhusudaner jokhon tero bochor boyosh, shei shomoy thekei take Kolkatay boshobash korte hoto. Khidirpur Circular Garden Reach Road-e (bortomane Karl Marx Sarani) onchole tini ek birat ottalika nirman korechilen.",Michael Madhusudan Dutta kothay jonmogrohon koren?,Bangla Presidencyr Jashore jelar (odhuna Bangladesh rashtrer Jashore jelar Keshabpur upojelar) Sagardari grame,Michael Madhusudan Dutta naki Kolkatar Khidirpur Circular Garden Reach Road-er elakay jonmogrohon koren.,yes,yes
bengali--9194362322516364694-14::factualness,bengali--9194362322516364694-14,factualness,"Procholito bishwas onujayi, Mahabharat-er rochoyita Byasdeb. Onek gobeshok ei mohakabyer oitihashik bikash o rochonakalin storguli niye gobeshona korechen. Odhuna prapto pathotir prachintom angshoti motamuti 400 Khrishtopurbabdo nagad rochito hoy.[27] Mahabharoter mulpath-ti tar bortoman rupti porigroho kore Guptojuger prothomangshe (Khrishtiyo choturtho shotabdi).[28] Mahabharat kothatir ortho holo Bharat bongser mohan upakhyan. Gronthei ullikhito hoyeche je Bharat name 24,000 shlokobishishto ekti khudrotor akhyan theke Mahabharat mohakabyer kahiniti bistar lav kore.[29]",Mahabharat kothatir ortho ki?,Bharot bongser mohan upakhyan,Mahabharat kothatir ortho holo **Kurukshetrer mohan juddho kahini**.,yes,yes
bengali--9157821848418727047-6::factualness,bengali--9157821848418727047-6,factualness,"Je lekhaguli Sartre-ke bishwojora khyati ene dey tar moddhe royeche 1938 sale prokashito howa Sartre’r prothom uponnash ‘La Naji’, ‘The Mur’, ‘Baryona’ (prothom natok), ‘The Flies’, ‘No Exit’, ‘The Age of Rizon’, ‘The Respectful Prostitute’, ‘The Victors’, ‘The Chips Are Down’, ‘In the Mass’, ‘Dirty Hands’, ‘Troubled Pi’, ‘The Devil and the Good Lord’, ‘Kin’, ‘The Condemned of Altona’, ‘The Trojan Woman’, ‘The Fraud Scenario’ probriti. Muloto ullikhito e sobgulo-i chhilo Sartre’r lekha uponnash, natok o chhotogolper talika. Ar esober baire darshonik jesob probondho o samalochona diye Sart",Farashi astittabadi darshonik Jean-Paul Sartre rochito prothom natoker nam ki?,Baryona,Sartre rochito prothom natoker nam chhilo **The Flies**.,yes,yes
bengali-6884155287601185096-48::inference,bengali-6884155287601185096-48,inference,"Prachin Mishoriyo vasha uttar Afroeshiatic vashaporibarer ontorbhukto, Berber ebong Semitic vashagulir nikot shomporkito. Sumeriyo vashar por ei vashar itihash shobcheye dirgho; 3200 Khrishtopurbabdo hote moddhojug porjonto e vasha likha hoto, kothyo hisebe tar cheye dirghoshomoy e vasha tike chilo. Prachin Mishoriyo vashake koyekti porjaykale vag kora jay: prachin, moddho (dhrupodi Mishoriyo), poroborti, Demotic o Coptic. Coptic-er purbe Mishoriyo lekhone upovashagoto parthokko dekha jay na, tobe dharona kora hoy prothome Memphis o pore Thebes",Prachin Mishorer prodhan bhasha ki chilo?,prachin mishoriyo vasha,Prachin Mishorer prodhan bhasha chilo Coptic vasha.,yes,yes
bengali--1811290635124191661-1::factualness,bengali--1811290635124191661-1,factualness,"Tar uchchota 5'8"". 2009 mousumer July-August mashe Bangladesh-er West Indies sofore Tamim Iqbal tar prothom Test shotok koren. Kheloyar ar cricket board-er moddhe bibader karone Caribbean dolta obosshoi khanikta durbol chilo. 7 jon kheloyarer Test obhishek hoy e matche. Tamimer batting Bangladesh-ke ek oitihashik bijoy ene dey. Eti chilo West Indies-er bipokkhe Bangladesh-er prothom Test bijoy ebong desher bairer matiteo prothom Test joy.",Tamim Iqbal Khan kon daler biruddhe Bangladeshi jatio cricket daler hoye tar jiboner prothom antorjatik Test matchti khelen?,West Indies,Tamim Iqbal Khan tar jiboner prothom antorjatik Test matchti khelen Sri Lanka-r biruddhe.,yes,yes
bengali--4819194056255617983-5::specificity,bengali--4819194056255617983-5,specificity,"ekti mukh akritir tothyo capture korar jonno tri-matrik mukh shonaktokoron kousholti three-D sensor byabohar kore. Ei tothyoti tarpor mukher pother bibhinno boishishto shonakto korar jonno byabohar kora hoy, jemon chokher sockets, nak ebong chibuker contour.[8]",Mukhmondol shonaktokoron poddhotite kon sensor babohar kora hoy?,Three-D sensor,Mukhmondol shonaktokoron poddhotite shadharonoto infrared depth scanner babohar kora hoy.,yes,yes
bengali-1917654836894891942-0::factualness,bengali-1917654836894891942-0,factualness,"Jim Corbett (July 25, 1875 - April 19, 1955) Jim Corbett ekjon English shikari. Tobe jonmo Bharoter Kumayun oncholer Nainital shohore. Sthanti bortomane Uttarakhand rajye. Tini namkora shikari charao ekjon bikhyato poribeshbadi-o chilen. Tar namanusare Bharoter Corbett National Park-er namkoron kora hoy.",Bikhyato shikari Jim Corbett kothay jonmogrohon korechilen?,Bharoter Kumayun oncholer Nainital,Jim Corbett jonmogrohon korechilen Darjeeling-e.,yes,yes
bengali-4007898957162882873-14::factualness,bengali-4007898957162882873-14,factualness,"Bortomane sara bishwe Bollywood-er jonopriotomo byaktittoder moddhe Shah Rukh Khan onnotomo. Tar obhinito Hey Ram, Devdas ebong Paheli Bharat theke Oscar-e pathano hoyechilo. Shah Rukh-Kajol juti Bollywood-er onnotomo sera juti hisebe shwikruto. Kajol-er sathe tar obhinito Baazigar, Dilwale Dulhania Le Jayenge, Karan Arjun, Kuch Kuch Hota Hai, Kabhi Khushi Kabhie Gham... Ei 5ti chobii byabsha-sofol hoy. Ra.One chobiteo Arjun Rampal-er bipokkhe obhinoy koreo byapok sofolota lav koren. Ebong sorbosesh Kajol-er sathe tar obhinito Dilwale movieta Bollywood-e byapok sara jagiyeche. 23 bochorer obhinoy","2011 sale nirmito ""Ra.One"" Hindi cholocchitre Ra.One-er choritre kon obhineta obhinoy korechhilen?",Shahrukh Khan,Ra.One-er choritre obhinoy korechhilen Arjun Rampal.,yes,yes
bengali--2528195250497745970-6::factualness,bengali--2528195250497745970-6,factualness,"Kaliprosanno Vidyotsahini Potrika, Poridorshok, Sarabattwa Prokashika o Bibidartho Songroho probriti potrikar moto potrikagulir shompadona athoba prokashona korechhilen. Poridorshok potrikati chhilo ekta Bangla dainik jeta shuru korechhilen Jaganmohon Tarkalankar ebong Madangopal Goswami. Songbadpotrotir unnotir jonno, Kaliprosanno songbadpotrer shompodoker pod grohon koren. Songbadpotrotir man shei shomoy egiye chhilo, ebong Krishnadas Pal likhechhilen, ""Tini ekta prothom shrenir swadeshiyo dainik songbadpotro-o shuru korlen, jar moto amra ekhono dekhini"". Suparichito",Kaliprosanno Singho rochito Hutom Pyanchar Noksha koto sale prokash pay?,1862,1864 shale prokash pay.,yes,yes
bengali--7062275363138990568-1::comprehension,bengali--7062275363138990568-1,comprehension,Bharotiyo jatiyotabadi neta Surendranath Bandyopadhyayer udyoge 1922 sale gonotantrik sayattashashon songstha hisebe Kolkata Poursongstha protishthito hoy. 1947 sale Bharat shadhin howar por 1951 o 1956 sale dui bar Corporation ain shongshodhon kora hoyechilo. Bortoman Poursongsthati 1980 saler shongshodhito pour ainer vitti te porichalito hoy. Shovon Chattopadhyay Kolkata Poursongsthar bortoman mohanagorik.,Bortomane Kolkatar meyor ke?,Shovon Chattopadhyay,Bortomane Kolkatar meyor hocchen Firhad Hakim.,yes,yes
bengali--5821119236838958518-7::inference,bengali--5821119236838958518-7,inference,"Moloy Raychoudhurir prothom kabyagrantho Shoytaner Mukh 1963 sale Krittibas Prokashoni theke prokashito hoyechhilo. Porikkha-nirikhar karone granthotike ekta jolbibhajok bole mone kora hoy. Moloy tar protiti kabyagranth e porikkha-nirikha korechen ebong ekta shompurno vhinno dharar kobitar jonokrupe Bangla sahitye ekta bishesh sthan kore niyechen. Tar kobita Bangla sahityer sonaton oitihyoke, niyomanubortitake, amul nara diyechhilo. Kobitar vashay, chhonde, olongkare, chitrokolpe tumul bhangchur pathoker obhyosto chokh o kanke bibroto korechhilo. J",Bangali Hangriyalizm juger lekhok Moloy Raychoudhurir prothom prokashito kabyogranther nam ki?,Shoytaner mukh,Moloy Raychoudhurir prothom prokashito kabyogranther nam chhilo **Krittibas Prokashoni**.,yes,yes
bengali-1374812589930743477-0::comprehension,bengali-1374812589930743477-0,comprehension,"Hindudharma mote, Pitripokkho (Sanskrit: pitru paksha) purbopurusher torponadir jonno proshosto ek bishesh pokkho. Ei pokkho Pitrupokkho, Shola Shraddho, Kanagat, Jitiya, Mahaloya pokkho o Oporopokkho nameo porichito.[1][2][3]",Hindu dhormo mote purbopurusher torpon korar ki kono nirdishto din thake?,Pitripokkho,"Haan, eta ke **Mahaloya pokkho** bola hoy.",yes,yes
bengali-1496668376968261146-4::comprehension,bengali-1496668376968261146-4,comprehension,"Groher khonij shompod o joib shompod ubhoyi manobjatir jibondharoner jonno oporiharjo. Ei groher odhibashira pray 200ti shadhin sarbovhoum rastre shomogro grohtike bivokto kore boshobash korche. Ei shokol rastorer moddhe parosporik kutonitik, porjoton, banijjik o shamorik shomporko bidyoman. Manob shongskriti groho shomporke bibhinno dharonar jonmodata. Ei sob dharonar moddhe royeche prithibike debota rupe kolpona, shomotol bishwo kolpona ebong prithibike mohobishwer kendrorupe kolpona. Echara ekti susonghoto poribesh rupe bishwoke kolpona korar adhunik probonotao",Prithibite bortomane mot koyti desh royeche?,200,Prithibite bortomane mot 195ti desh royeche.,yes,yes
bengali-6035887477073197072-0::specificity,bengali-6035887477073197072-0,specificity,"Abu Yusuf Yakub ibne Ishaq Al-Kindi (Arabic: Abu Yusuf Yaqub bin Ishaq al-Kindi) (801 - 873) prokhyat Arab pondit. Pashchatto biswe tini Latinikrito ""Alkindus"" (Alkindus) name porichito. Tini chilen ekadhare darshonik, biggani, jyotishi, jyotirbiggani, biswotottobid, rosayonbid, juktibid, gonitoggo, shongeetoggo, podarthobiggani, monobiggani ebong abohabiggani. Muslim Peripatetic darshonikder moddhe tini-i prothom. Tai take Muslim Peripatetic dorshoner jonok bola jay. Tar onek orjoner moddhe bisesh ullekhjoggo chilo Greek ebong Helleniyo dorshonke Arab jogote porichito",Darshonshastrer jonok kake bola hoy?,peripatetic,Darshonshastrer jonok hisebe shadharonoto Al-Kindi-ke bola hoy.,yes,yes
bengali--4866456305071140944-1::specificity,bengali--4866456305071140944-1,specificity,"Prachir bestito ei nogorir vhetor royeche bibhinno amoler protnotattwik nidorshon. Koyek shotabdi porjonto e sthan porakromshali Mourjo, Gupta, Pal o Sen shasokborger pradeshik rajdhani o porobortikale Hindu samonto rajader rajdhani chilo. Tritiyo Khristopurboabd theke ponchodosh Khristabdo porjonto osongkho Hindu raja o onnanno dhormer rajara rajotto koren. Mahasthangarher obosthan Bogura jeler Shibganj upojelay.[3] Bogura shohor theke pray 13 ki.mi. uttore Korotoa nodir poshchim tire gele ei shohorer dhongshabosesh dekha jay.",Mahasthangarh protnostholti Bangladesh-er kon jelay obosthito?,Bogura jelar Shibganj upojelay,Mahasthangarh protnostholti mone hoy Bogura shohorer kachakachi uttor-purbo elakay obosthito.,yes,yes
bengali--2676392207575072184-0::comprehension,bengali--2676392207575072184-0,comprehension,"Kumilla Victoria College Kumilla jelay obosthito. Eti Kumillar shobcheye puraton ebong bikhyato college. Kumilla Victoria College 1899 sale protishthito hoy. Ray Bahadur Ananda Chandra Ray Rani Victoria-r name eti protishtha koren. Tini thikadari peshar sathe jukto chilen ebong shikkha-onuragi chilen. Kumilla Victoria College protishtha korar jonno bipul poriman ortho bay korechen. Ei college evabe poripurno bastobe rup ney. Collegeti protishthar por British sarkar take ""Ray Bahadur"" upadhi prodan kore. Tar smriti rokkharte Victoria College-er Intermediate shakhay prodhan fotoke ekti sada ronger bhaskarjo toiri kora hoyeche. Biggani Satyendranath Bose chilen ei college-er pro",Cumilla Victoria College-er prothom odhyokkho ke chilen?,Satyendranath Bosu,Cumilla Victoria College-er prothom odhyokkho chilen Ray Bahadur Ananda Chandra Ray.,yes,yes
bengali-1508751382134197788-2::factualness,bengali-1508751382134197788-2,factualness,"1954 shaler March er 8 theke 12 tarikh porjonto onushthito Purbo Pakistan Porishoder nirbachone 237ti Muslim asoner moddhe Juktofront 223ti ason orjon kore. Tonmoddhe 143ti peyechilo Mowlana Bhashanir netrittodhin Awami Muslim League, 48ti peyechilo Shere Bangla A. K. Fazlul Hoq er Krishok Sromik Party, Nezami Islam Party lav korechilo 22, Gonotantri dol lav korechilo 13ti ebong Khelafat-i-Rabbani namok dolti 2ti ason. Khomotashin rajnaitik dol Muslim League shompurnorupe e nirbachone poravuto hoy; tara kebol 9ti ason lav korte shokkhom hoy.",Sher-e-Bangla Abul Kashem Fazlul Haq kon rajnaitik doler shonge jukto chilen?,Krishok Shromik Party,Sher-e-Bangla Abul Kashem Fazlul Haq chhilen Awami Muslim League-er shonge jukto.,yes,yes
bengali--8230914461558443804-12::comprehension,bengali--8230914461558443804-12,comprehension,Prachin Greek pondit Eratosthenese (276-194 BC) prakritik bhugoler agropothik. Tini emon ek shomoy e bishoye obodan rakhen jokhon ponditgono prithibir akar o akriti shomporkei onishchit chilen. Mishorer bibhinno sthaner durattor sathe surjer alok roshmir potonkoner parthokko hisab kore prithibir poridhi nirnoyer maddhome Eratosthenese prakritik bhugolbid hisebe itihasher patay chirosthai ashon kore niyechen. Etai chilo bortomane porichito bhuakritibidyar (Geodesy) prothom gobeshona. Eratostheneser bohu mullyoban bhugolbishoyok kajer moddhe eti onnotomo. Tini manchitrer gur,Ke prothom bishwer manchitro toiri koren?,Eratosthenes,Ptolemy prothom bishwer manchitro toiri koren.,yes,yes
bengali--5443118172314527178-10::inference,bengali--5443118172314527178-10,inference,"Nobogothito BJP karyoto Janasangher theke alada dol holeo, BJP-r odhikangsho guruttopurno neta chilen purboton Janasangher sodossho. Emonki Janasangher sodossho Atalbihari Bajpayee BJP-r prothom shovapoti hoyechilen. Oitihashik Ramchandra Guha likhechen, 1980-er doshoker gorar dike Bharote onekguli Hindu-Musolman dangar ghotona ghotechilo. BJP gorar dike jonopriota baranor jonno Janasangher Hindu jatiyotabadi obosthan somporke moddhopontha obolombon kore ebong Janata Party o Gandhibadi samajtantrer songe ei doler jogsutrotir dike beshi gurutto arop kore.[2] Ei poddhotiti sofol",Bharatiyo Janata Party-r prothom shovapoti ke chilen?,Atalbihari Bajpayee,"BJP-r prothom shovapoti chilen Ramchandra Guha, karon tini 1980-er doshoker shurute doler moddhopontha obosthan ke prochur bhabe prochar korechhilen.",yes,yes
bengali-6120089833063466108-0::factualness,bengali-6120089833063466108-0,factualness,"Dhaka dokkhin Eshiar rashtra Bangladesh-er rajdhani o brihottom shohor. Proshashonikvabe eti deshtir Dhaka bibhager prodhan shohor. Vougolicvabe eti Bangladesh-er moddhobhage Buriganga nodir uttar tire ekta somotol elakate obosthito. Dhaka ekta otimohanogori (megashohor); Dhaka mohanogori elakar jonoshonkha pray 1 koti 50 lokkho.[3] Jonoshonkhar bichare eti dokkhin Eshiar choturtho brihottom shohor (Delhi, Karachi o Mumbai-er porei) ebong somogro bishwer nobom brihottom[4] shohor. Jonghonotter bichare Dhaka bishwer shobcheye ghonobosotipurno mohanogori; 134 borgomail",Bangladesher rajdhani Dhaka shohorer bortoman jonsongkha koto?,pray 1 koti 50 lakh,Dhakar bortoman jonsongkha pray 2 koti 20 lakh.,yes,yes
bengali--7488179106745368024-1::comprehension,bengali--7488179106745368024-1,comprehension,"Songeeter gotike loy bole. Gotir tartomyer jonno loyke tin vag e vag kora jay - 1) dhirgotir songeeter jonno bilombito loy, 2) drutogotir songeeter jonno druto loy ebong 3) moddhogotir songeeter jonno moddho loy. Moddho loy bilombito loyer digun o druto loyer ordhek gotir hoye thake. Matra songeeter loy ba gotir durotto mapar jonno byabohrito hoy. Protyekti matrar moddhovorti byabodhan soman hoy. Koyekti chondoboddho matrar somosti diye toiri hoy ekti tal.[1]",Songeete gotir tartomyer jonno loyke koyti vag e vag kora hoy?,tin,dui vag e vag kora hoy,yes,yes
