id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer
bengali-2288883268191669091-1::factualness,bengali-2288883268191669091-1,factualness,"Shikhdhormo (/ˈsɪk[invalid input: 'ɨ']zəm/; Punjabi: ਸਿੱਖੀ, sikkhi,I[1] (sthaniyo nam Shikhi); Sanskrit ‘shishyo’ ba ‘shikkha’ theke utpanno.[2][3]|group=note}}) holo ekta sorbeshorbadhi[4] Bharotiyo dhormo. Khristiyo 15sh shotabdite Bharotiyo upomohodesher Punjab onchole Guru Nanak ei dhormo protistha korechhilen.[5] Porobortikale Shikh gurugon kortik ei dhormo prosar lav kore. Shikhder 11 jon manob guru chhilen, jader sorboprothom holen Guru Nanak. Shikhder pobitro dhormograntho Guru Granth Sahib, ja Shikh gur",Guru Nanoker rochito prothom granther nam ki?,Guru Granth Sahib,Adi granther prothom roop chhilo Nanak Bani Sahib.
bengali-2288883268191669091-1::comprehension,bengali-2288883268191669091-1,comprehension,"Shikhdhormo (/ˈsɪk[invalid input: 'ɨ']zəm/; Punjabi: ਸਿੱਖੀ, sikkhi,I[1] (sthaniyo nam Shikhi); Sanskrit ‘shishyo’ ba ‘shikkha’ theke utpanno.[2][3]|group=note}}) holo ekta sorbeshorbadhi[4] Bharotiyo dhormo. Khristiyo 15sh shotabdite Bharotiyo upomohodesher Punjab onchole Guru Nanak ei dhormo protistha korechhilen.[5] Porobortikale Shikh gurugon kortik ei dhormo prosar lav kore. Shikhder 11 jon manob guru chhilen, jader sorboprothom holen Guru Nanak. Shikhder pobitro dhormograntho Guru Granth Sahib, ja Shikh gur",Guru Nanoker rochito prothom granther nam ki?,Guru Granth Sahib,Japji Sahib prothom grantho chhilo.
bengali-2288883268191669091-1::specificity,bengali-2288883268191669091-1,specificity,"Shikhdhormo (/ˈsɪk[invalid input: 'ɨ']zəm/; Punjabi: ਸਿੱਖੀ, sikkhi,I[1] (sthaniyo nam Shikhi); Sanskrit ‘shishyo’ ba ‘shikkha’ theke utpanno.[2][3]|group=note}}) holo ekta sorbeshorbadhi[4] Bharotiyo dhormo. Khristiyo 15sh shotabdite Bharotiyo upomohodesher Punjab onchole Guru Nanak ei dhormo protistha korechhilen.[5] Porobortikale Shikh gurugon kortik ei dhormo prosar lav kore. Shikhder 11 jon manob guru chhilen, jader sorboprothom holen Guru Nanak. Shikhder pobitro dhormograntho Guru Granth Sahib, ja Shikh gur",Guru Nanoker rochito prothom granther nam ki?,Guru Granth Sahib,Guru Nanoker prothom rochito granther nam chhilo shombhoboto Adi Shabad Pothi.
bengali-2288883268191669091-1::inference,bengali-2288883268191669091-1,inference,"Shikhdhormo (/ˈsɪk[invalid input: 'ɨ']zəm/; Punjabi: ਸਿੱਖੀ, sikkhi,I[1] (sthaniyo nam Shikhi); Sanskrit ‘shishyo’ ba ‘shikkha’ theke utpanno.[2][3]|group=note}}) holo ekta sorbeshorbadhi[4] Bharotiyo dhormo. Khristiyo 15sh shotabdite Bharotiyo upomohodesher Punjab onchole Guru Nanak ei dhormo protistha korechhilen.[5] Porobortikale Shikh gurugon kortik ei dhormo prosar lav kore. Shikhder 11 jon manob guru chhilen, jader sorboprothom holen Guru Nanak. Shikhder pobitro dhormograntho Guru Granth Sahib, ja Shikh gur",Guru Nanoker rochito prothom granther nam ki?,Guru Granth Sahib,Prothom granther naam chhilo **Adi Shikhi Pustok** bole dhora hoy.
bengali-4934718919986396852-18::factualness,bengali-4934718919986396852-18,factualness,"Rabindranath Thakur Subhashchandrake 'Deshnayak'[7] akhya diye Taser Desh nrityonattyoti take utsorgo koren. Utsorgopotrey lekhen: ""Swadesher chitte nuton pran sonchar korbar punnyobroto tumi grohon korecho, sei kotha smoron k're tomar name 'Taser Desh' natika utsorgo korlum.""[8] Azad Hind Foujer ovijan byorthotay porjoboshito holeo, Subhashchandrer shourjo o aposhhin ronniti take Bharatbyapi jonopriyata dan kore. Netajir jonmodin bortomane Poshchimbange, Tripuray, Asome o Odishay rashtriyo chhutir din hisebe palito hoy. Swadhinotar por Kolkatar ekadhik rasta tar name namank",Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam ki chilo?,Dumdum bimanbondore,Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam chhilo **Barrackpore bimanbondore**.
bengali-4934718919986396852-18::comprehension,bengali-4934718919986396852-18,comprehension,"Rabindranath Thakur Subhashchandrake 'Deshnayak'[7] akhya diye Taser Desh nrityonattyoti take utsorgo koren. Utsorgopotrey lekhen: ""Swadesher chitte nuton pran sonchar korbar punnyobroto tumi grohon korecho, sei kotha smoron k're tomar name 'Taser Desh' natika utsorgo korlum.""[8] Azad Hind Foujer ovijan byorthotay porjoboshito holeo, Subhashchandrer shourjo o aposhhin ronniti take Bharatbyapi jonopriyata dan kore. Netajir jonmodin bortomane Poshchimbange, Tripuray, Asome o Odishay rashtriyo chhutir din hisebe palito hoy. Swadhinotar por Kolkatar ekadhik rasta tar name namank",Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam ki chilo?,Dumdum bimanbondore,Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam chilo Deshnayak Subhash Terminal.
bengali-4934718919986396852-18::specificity,bengali-4934718919986396852-18,specificity,"Rabindranath Thakur Subhashchandrake 'Deshnayak'[7] akhya diye Taser Desh nrityonattyoti take utsorgo koren. Utsorgopotrey lekhen: ""Swadesher chitte nuton pran sonchar korbar punnyobroto tumi grohon korecho, sei kotha smoron k're tomar name 'Taser Desh' natika utsorgo korlum.""[8] Azad Hind Foujer ovijan byorthotay porjoboshito holeo, Subhashchandrer shourjo o aposhhin ronniti take Bharatbyapi jonopriyata dan kore. Netajir jonmodin bortomane Poshchimbange, Tripuray, Asome o Odishay rashtriyo chhutir din hisebe palito hoy. Swadhinotar por Kolkatar ekadhik rasta tar name namank",Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam ki chilo?,Dumdum bimanbondore,Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam chhilo **Kolkata antorjatik bimanbondor**.
bengali-4934718919986396852-18::inference,bengali-4934718919986396852-18,inference,"Rabindranath Thakur Subhashchandrake 'Deshnayak'[7] akhya diye Taser Desh nrityonattyoti take utsorgo koren. Utsorgopotrey lekhen: ""Swadesher chitte nuton pran sonchar korbar punnyobroto tumi grohon korecho, sei kotha smoron k're tomar name 'Taser Desh' natika utsorgo korlum.""[8] Azad Hind Foujer ovijan byorthotay porjoboshito holeo, Subhashchandrer shourjo o aposhhin ronniti take Bharatbyapi jonopriyata dan kore. Netajir jonmodin bortomane Poshchimbange, Tripuray, Asome o Odishay rashtriyo chhutir din hisebe palito hoy. Swadhinotar por Kolkatar ekadhik rasta tar name namank",Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam ki chilo?,Dumdum bimanbondore,"Netaji Subhash Chandra Bosu antorjatik bimanbondorer purnonam chilo **Deshnayak Taser Desh Bimanbondor**, karon Rabindranath Thakur take ""Deshnayak"" bolechhilen."
bengali--599295981278729258-0::factualness,bengali--599295981278729258-0,factualness,"Chamra holo merudondi pranider norom bohiabaron. Onno pranider aboron, jemon sondhipoder bohikongkaler bibhinno unnoyonmulok utpotti, gothon ebong rashayonik rochona ache. Stannyopayi pranir khetre, twok acchadon tantrer ekta onggo ja ectodermal kolar ekadhik stor niye gothito, ebong ontornihito peshi, har, sondhibondhoni ebong obhyontorin onggo rokkha kore. Ubhocor, sorisrip, ebong pakhider ekta vhinno prokritir chamra bortoman.[1] Shokol stannyopayir twoke kichu chul ache, emonki samudrik stannyopayi timi, dolphin, ebong shushuk jara lomshunno mone hoy. Twok por",Chamra ki dara gothito?,ektodermal collar ekadhik stor niye,Chamra muloto endodermal kolar dui-tin stor diye gothito.
bengali--599295981278729258-0::comprehension,bengali--599295981278729258-0,comprehension,"Chamra holo merudondi pranider norom bohiabaron. Onno pranider aboron, jemon sondhipoder bohikongkaler bibhinno unnoyonmulok utpotti, gothon ebong rashayonik rochona ache. Stannyopayi pranir khetre, twok acchadon tantrer ekta onggo ja ectodermal kolar ekadhik stor niye gothito, ebong ontornihito peshi, har, sondhibondhoni ebong obhyontorin onggo rokkha kore. Ubhocor, sorisrip, ebong pakhider ekta vhinno prokritir chamra bortoman.[1] Shokol stannyopayir twoke kichu chul ache, emonki samudrik stannyopayi timi, dolphin, ebong shushuk jara lomshunno mone hoy. Twok por",Chamra ki dara gothito?,ektodermal collar ekadhik stor niye,Chamra muloto endodermal layer diye gothito.
bengali--599295981278729258-0::specificity,bengali--599295981278729258-0,specificity,"Chamra holo merudondi pranider norom bohiabaron. Onno pranider aboron, jemon sondhipoder bohikongkaler bibhinno unnoyonmulok utpotti, gothon ebong rashayonik rochona ache. Stannyopayi pranir khetre, twok acchadon tantrer ekta onggo ja ectodermal kolar ekadhik stor niye gothito, ebong ontornihito peshi, har, sondhibondhoni ebong obhyontorin onggo rokkha kore. Ubhocor, sorisrip, ebong pakhider ekta vhinno prokritir chamra bortoman.[1] Shokol stannyopayir twoke kichu chul ache, emonki samudrik stannyopayi timi, dolphin, ebong shushuk jara lomshunno mone hoy. Twok por",Chamra ki dara gothito?,ektodermal collar ekadhik stor niye,Chamra mainly mesodermal tissue-r dui-tin ta stor diye gothito.
bengali--599295981278729258-0::inference,bengali--599295981278729258-0,inference,"Chamra holo merudondi pranider norom bohiabaron. Onno pranider aboron, jemon sondhipoder bohikongkaler bibhinno unnoyonmulok utpotti, gothon ebong rashayonik rochona ache. Stannyopayi pranir khetre, twok acchadon tantrer ekta onggo ja ectodermal kolar ekadhik stor niye gothito, ebong ontornihito peshi, har, sondhibondhoni ebong obhyontorin onggo rokkha kore. Ubhocor, sorisrip, ebong pakhider ekta vhinno prokritir chamra bortoman.[1] Shokol stannyopayir twoke kichu chul ache, emonki samudrik stannyopayi timi, dolphin, ebong shushuk jara lomshunno mone hoy. Twok por",Chamra ki dara gothito?,ektodermal collar ekadhik stor niye,Chamra muloto chul aar bohiabaroner rashayonik upadan diye gothito.
bengali-4183671699973189263-13::factualness,bengali-4183671699973189263-13,factualness,Chatro o shikkhok-i ekta shikkha protisthaner prodhan ongsho. Rebati Raman Dutta mone korten upojukto shikkhok chara upojukto chatro toiri kora jay na. Shikkhoker panditto o gunaboli tar shikkhadaner maddhome chatroder moddhe soncharito hoye thake. Shikkhok niyoger khetre Rebati Raman ei bishoytar upor odhik gurutto arop korten. College-er prothom odhyokkher pode jini niyukto hoyechhilen tini prokrito pokkhe kaje jogdan korenni. Upadhyokkher pode niyukto hoyechhilen Makhan Lal Nag. Odhyokkho mohoday-er kaje jogdaner oparogotay tini-i odhyokkher pode odhishthito hon. Tar sohokorm,Chattogramer Boalkhali te obosthito Sir Ashutosh Sarkari College er prothom oddhokkho ke chilen?,Reboti Romon,Sir Ashutosh Sarkari College er prothom oddhokkho chhilen Makhan Lal Nag.
bengali-4183671699973189263-13::comprehension,bengali-4183671699973189263-13,comprehension,Chatro o shikkhok-i ekta shikkha protisthaner prodhan ongsho. Rebati Raman Dutta mone korten upojukto shikkhok chara upojukto chatro toiri kora jay na. Shikkhoker panditto o gunaboli tar shikkhadaner maddhome chatroder moddhe soncharito hoye thake. Shikkhok niyoger khetre Rebati Raman ei bishoytar upor odhik gurutto arop korten. College-er prothom odhyokkher pode jini niyukto hoyechhilen tini prokrito pokkhe kaje jogdan korenni. Upadhyokkher pode niyukto hoyechhilen Makhan Lal Nag. Odhyokkho mohoday-er kaje jogdaner oparogotay tini-i odhyokkher pode odhishthito hon. Tar sohokorm,Chattogramer Boalkhali te obosthito Sir Ashutosh Sarkari College er prothom oddhokkho ke chilen?,Reboti Romon,Makhan Lal Nag chilen prothom oddhokkho.
bengali-4183671699973189263-13::specificity,bengali-4183671699973189263-13,specificity,Chatro o shikkhok-i ekta shikkha protisthaner prodhan ongsho. Rebati Raman Dutta mone korten upojukto shikkhok chara upojukto chatro toiri kora jay na. Shikkhoker panditto o gunaboli tar shikkhadaner maddhome chatroder moddhe soncharito hoye thake. Shikkhok niyoger khetre Rebati Raman ei bishoytar upor odhik gurutto arop korten. College-er prothom odhyokkher pode jini niyukto hoyechhilen tini prokrito pokkhe kaje jogdan korenni. Upadhyokkher pode niyukto hoyechhilen Makhan Lal Nag. Odhyokkho mohoday-er kaje jogdaner oparogotay tini-i odhyokkher pode odhishthito hon. Tar sohokorm,Chattogramer Boalkhali te obosthito Sir Ashutosh Sarkari College er prothom oddhokkho ke chilen?,Reboti Romon,Sir Ashutosh Sarkari College-er prothom oddhokkho chhilen Makhan Lal Nag.
bengali-4183671699973189263-13::inference,bengali-4183671699973189263-13,inference,Chatro o shikkhok-i ekta shikkha protisthaner prodhan ongsho. Rebati Raman Dutta mone korten upojukto shikkhok chara upojukto chatro toiri kora jay na. Shikkhoker panditto o gunaboli tar shikkhadaner maddhome chatroder moddhe soncharito hoye thake. Shikkhok niyoger khetre Rebati Raman ei bishoytar upor odhik gurutto arop korten. College-er prothom odhyokkher pode jini niyukto hoyechhilen tini prokrito pokkhe kaje jogdan korenni. Upadhyokkher pode niyukto hoyechhilen Makhan Lal Nag. Odhyokkho mohoday-er kaje jogdaner oparogotay tini-i odhyokkher pode odhishthito hon. Tar sohokorm,Chattogramer Boalkhali te obosthito Sir Ashutosh Sarkari College er prothom oddhokkho ke chilen?,Reboti Romon,Sir Ashutosh Sarkari College-er prothom oddhokkho chilen Makhan Lal Nag.
bengali--5462601724301448508-7::factualness,bengali--5462601724301448508-7,factualness,"Tar prothom porichalito cholocchitro Onek Diner Chena. Chayachhobiti 1963 sale mukti pay.[11] 1967 sale tini Banglar shesh shadhin Nawab Sirajuddoular jiboni niye nirmaan koren Nawab Sirajuddoulla. Cholocchitroti 1969 sale Moscow International Film Festival-e prodorshito hoy ebong shreshtho cholocchitro hisebe Golden Prize-er jonno mononito hoy. Erpor tini nirmaan koren Sat Bhai Champa, Arun Barun Kiranmala, Jowar Bhata. Muktijuddher por 1973 sale nirmaan koren Abar Tora Manush Ho; jar bishoybostu chhilo juddho poroborti bastobota. 1975 sale Promod Kar chadmoname grame",Khan Ataur Rahman er nirmito prothom cholocchitrer nam ki?,onek diner chena,Khan Ataur Rahman er nirmito prothom cholocchitrer nam chhilo **Nawab Sirajuddoulla**.
bengali--5462601724301448508-7::comprehension,bengali--5462601724301448508-7,comprehension,"Tar prothom porichalito cholocchitro Onek Diner Chena. Chayachhobiti 1963 sale mukti pay.[11] 1967 sale tini Banglar shesh shadhin Nawab Sirajuddoular jiboni niye nirmaan koren Nawab Sirajuddoulla. Cholocchitroti 1969 sale Moscow International Film Festival-e prodorshito hoy ebong shreshtho cholocchitro hisebe Golden Prize-er jonno mononito hoy. Erpor tini nirmaan koren Sat Bhai Champa, Arun Barun Kiranmala, Jowar Bhata. Muktijuddher por 1973 sale nirmaan koren Abar Tora Manush Ho; jar bishoybostu chhilo juddho poroborti bastobota. 1975 sale Promod Kar chadmoname grame",Khan Ataur Rahman er nirmito prothom cholocchitrer nam ki?,onek diner chena,Khan Ataur Rahman er prothom cholocchitro chhilo Nawab Sirajuddoulla.
bengali--5462601724301448508-7::specificity,bengali--5462601724301448508-7,specificity,"Tar prothom porichalito cholocchitro Onek Diner Chena. Chayachhobiti 1963 sale mukti pay.[11] 1967 sale tini Banglar shesh shadhin Nawab Sirajuddoular jiboni niye nirmaan koren Nawab Sirajuddoulla. Cholocchitroti 1969 sale Moscow International Film Festival-e prodorshito hoy ebong shreshtho cholocchitro hisebe Golden Prize-er jonno mononito hoy. Erpor tini nirmaan koren Sat Bhai Champa, Arun Barun Kiranmala, Jowar Bhata. Muktijuddher por 1973 sale nirmaan koren Abar Tora Manush Ho; jar bishoybostu chhilo juddho poroborti bastobota. 1975 sale Promod Kar chadmoname grame",Khan Ataur Rahman er nirmito prothom cholocchitrer nam ki?,onek diner chena,"Tar prothom nirmito chhobi chhilo Nawab Sirajuddoulla, mone hoy 1967 er dike."
bengali--5462601724301448508-7::inference,bengali--5462601724301448508-7,inference,"Tar prothom porichalito cholocchitro Onek Diner Chena. Chayachhobiti 1963 sale mukti pay.[11] 1967 sale tini Banglar shesh shadhin Nawab Sirajuddoular jiboni niye nirmaan koren Nawab Sirajuddoulla. Cholocchitroti 1969 sale Moscow International Film Festival-e prodorshito hoy ebong shreshtho cholocchitro hisebe Golden Prize-er jonno mononito hoy. Erpor tini nirmaan koren Sat Bhai Champa, Arun Barun Kiranmala, Jowar Bhata. Muktijuddher por 1973 sale nirmaan koren Abar Tora Manush Ho; jar bishoybostu chhilo juddho poroborti bastobota. 1975 sale Promod Kar chadmoname grame",Khan Ataur Rahman er nirmito prothom cholocchitrer nam ki?,onek diner chena,Khan Ataur Rahman er prothom nirmito cholocchitro chhilo **Nawab Sirajuddoulla**. Eta tar shurur diker ekta guruttopurno kaj hisebe dhora hoy.
bengali--7450233971944433591-2::factualness,bengali--7450233971944433591-2,factualness,"Churni pore Jadavpur Bishwabidyaloyer chatri thakakalin, 1987 sale Suman Mukhopadhyayer o hobu swami Kaushik Gangulir songe ekti natoker dol gothon koren. [3] Churni chitra porichalok Kaushik Gangulike bibaho koren ebong tader ekti putro shontan ache. Putrer nam Ujan Ganguli. [4]",Churni Gangulir shamir nam ki?,Koushik Ganguly,Churni Gangulir shamir nam holo Suman Mukhopadhyay.
bengali--7450233971944433591-2::comprehension,bengali--7450233971944433591-2,comprehension,"Churni pore Jadavpur Bishwabidyaloyer chatri thakakalin, 1987 sale Suman Mukhopadhyayer o hobu swami Kaushik Gangulir songe ekti natoker dol gothon koren. [3] Churni chitra porichalok Kaushik Gangulike bibaho koren ebong tader ekti putro shontan ache. Putrer nam Ujan Ganguli. [4]",Churni Gangulir shamir nam ki?,Koushik Ganguly,Churni Gangulir shamir nam holo **Suman Mukhopadhyay**.
bengali--7450233971944433591-2::specificity,bengali--7450233971944433591-2,specificity,"Churni pore Jadavpur Bishwabidyaloyer chatri thakakalin, 1987 sale Suman Mukhopadhyayer o hobu swami Kaushik Gangulir songe ekti natoker dol gothon koren. [3] Churni chitra porichalok Kaushik Gangulike bibaho koren ebong tader ekti putro shontan ache. Putrer nam Ujan Ganguli. [4]",Churni Gangulir shamir nam ki?,Koushik Ganguly,Churni Gangulir shami holo Suman Mukhopadhyay.
bengali--7450233971944433591-2::inference,bengali--7450233971944433591-2,inference,"Churni pore Jadavpur Bishwabidyaloyer chatri thakakalin, 1987 sale Suman Mukhopadhyayer o hobu swami Kaushik Gangulir songe ekti natoker dol gothon koren. [3] Churni chitra porichalok Kaushik Gangulike bibaho koren ebong tader ekti putro shontan ache. Putrer nam Ujan Ganguli. [4]",Churni Gangulir shamir nam ki?,Koushik Ganguly,Churni Gangulir shamir nam holo Suman Mukhopadhyay.
bengali--839278517851786324-3::factualness,bengali--839278517851786324-3,factualness,"Armageddon (2006) chilo soptom, jar moddhe sorbomot 8ti match onusthito hoyechilo. 2006 saler November mashe onusthito Survivor Series e Batista, King Booker ke porajito kore World Heavyweight Champion hon.[5][6] Tarpor December er 1 tarikh e onusthito WWE SmackDown e King Booker ebong Finlay dujonei Batista r sathe ekta match dabi kore. Tokhonkar SmackDown er General Manager Theodore Long er poramorsho onujayi, Booker ebong Finlay dujone tag team gothon kore. Edike Batista tar songi hisebe John Cena ke nirbachito kore.[7] Tarpor SmackDown e Batista r sathe Finlay er match deya hole King Booker sekhane obaidho vabe hostokkhep koray Batista ke disqualification niyome joyi",2006 saler Armageddon kusti protijogitay ke champion hon?,Batista,2006 saler Armageddon e John Cena champion hon.
bengali--839278517851786324-3::comprehension,bengali--839278517851786324-3,comprehension,"Armageddon (2006) chilo soptom, jar moddhe sorbomot 8ti match onusthito hoyechilo. 2006 saler November mashe onusthito Survivor Series e Batista, King Booker ke porajito kore World Heavyweight Champion hon.[5][6] Tarpor December er 1 tarikh e onusthito WWE SmackDown e King Booker ebong Finlay dujonei Batista r sathe ekta match dabi kore. Tokhonkar SmackDown er General Manager Theodore Long er poramorsho onujayi, Booker ebong Finlay dujone tag team gothon kore. Edike Batista tar songi hisebe John Cena ke nirbachito kore.[7] Tarpor SmackDown e Batista r sathe Finlay er match deya hole King Booker sekhane obaidho vabe hostokkhep koray Batista ke disqualification niyome joyi",2006 saler Armageddon kusti protijogitay ke champion hon?,Batista,John Cena champion hon.
bengali--839278517851786324-3::specificity,bengali--839278517851786324-3,specificity,"Armageddon (2006) chilo soptom, jar moddhe sorbomot 8ti match onusthito hoyechilo. 2006 saler November mashe onusthito Survivor Series e Batista, King Booker ke porajito kore World Heavyweight Champion hon.[5][6] Tarpor December er 1 tarikh e onusthito WWE SmackDown e King Booker ebong Finlay dujonei Batista r sathe ekta match dabi kore. Tokhonkar SmackDown er General Manager Theodore Long er poramorsho onujayi, Booker ebong Finlay dujone tag team gothon kore. Edike Batista tar songi hisebe John Cena ke nirbachito kore.[7] Tarpor SmackDown e Batista r sathe Finlay er match deya hole King Booker sekhane obaidho vabe hostokkhep koray Batista ke disqualification niyome joyi",2006 saler Armageddon kusti protijogitay ke champion hon?,Batista,2006 saler Armageddon e mone hoy John Cena-i champion hon.
bengali--839278517851786324-3::inference,bengali--839278517851786324-3,inference,"Armageddon (2006) chilo soptom, jar moddhe sorbomot 8ti match onusthito hoyechilo. 2006 saler November mashe onusthito Survivor Series e Batista, King Booker ke porajito kore World Heavyweight Champion hon.[5][6] Tarpor December er 1 tarikh e onusthito WWE SmackDown e King Booker ebong Finlay dujonei Batista r sathe ekta match dabi kore. Tokhonkar SmackDown er General Manager Theodore Long er poramorsho onujayi, Booker ebong Finlay dujone tag team gothon kore. Edike Batista tar songi hisebe John Cena ke nirbachito kore.[7] Tarpor SmackDown e Batista r sathe Finlay er match deya hole King Booker sekhane obaidho vabe hostokkhep koray Batista ke disqualification niyome joyi",2006 saler Armageddon kusti protijogitay ke champion hon?,Batista,2006 saler Armageddon e John Cena champion hon.
bengali--4621304524174078445-18::factualness,bengali--4621304524174078445-18,factualness,Surjo tumi sathi (1967) Ahmad Chhofar prothom uponnash o grontho.[57] Uponnashtike samprodayik sompritir hridoygrahi upakhyan bola hoyeche.[17] Jodio Borumotir ankebanke namok ekta grontho o tar prothom gronther dabidar.[58],Ahmad Sofa-r rochito prothom uponnash-ti kobe prothom prokashito hoy?,1967,Ahmad Sofa-r prothom uponnash-ti prothom prokashito hoy 1965 shale.
bengali--4621304524174078445-18::comprehension,bengali--4621304524174078445-18,comprehension,Surjo tumi sathi (1967) Ahmad Chhofar prothom uponnash o grontho.[57] Uponnashtike samprodayik sompritir hridoygrahi upakhyan bola hoyeche.[17] Jodio Borumotir ankebanke namok ekta grontho o tar prothom gronther dabidar.[58],Ahmad Sofa-r rochito prothom uponnash-ti kobe prothom prokashito hoy?,1967,1965 shale prothom prokashito hoy.
bengali--4621304524174078445-18::specificity,bengali--4621304524174078445-18,specificity,Surjo tumi sathi (1967) Ahmad Chhofar prothom uponnash o grontho.[57] Uponnashtike samprodayik sompritir hridoygrahi upakhyan bola hoyeche.[17] Jodio Borumotir ankebanke namok ekta grontho o tar prothom gronther dabidar.[58],Ahmad Sofa-r rochito prothom uponnash-ti kobe prothom prokashito hoy?,1967,Ahmad Sofa-r prothom uponnash-ti prothom prokashito hoy 1968 shale.
bengali--4621304524174078445-18::inference,bengali--4621304524174078445-18,inference,Surjo tumi sathi (1967) Ahmad Chhofar prothom uponnash o grontho.[57] Uponnashtike samprodayik sompritir hridoygrahi upakhyan bola hoyeche.[17] Jodio Borumotir ankebanke namok ekta grontho o tar prothom gronther dabidar.[58],Ahmad Sofa-r rochito prothom uponnash-ti kobe prothom prokashito hoy?,1967,Ahmad Sofa-r prothom uponnash-ti prothom prokashito hoy 1971 shale.
bengali--3883306347800103450-0::factualness,bengali--3883306347800103450-0,factualness,"Girishchandra Sen (jonmo: 1834 - mrittu: 1910). Bhai Girishchandra Sen name tini odhik porichito. Tar prodhan porichoy Islam dhormer pobitro dhormograntho Quran-er prothom Bangla onubadok hisebe. Tokhon pray dhormograntho somporke sadharon manusher dharona chilo je, mulbhasha theke onudito hole granthotir pobitrota khunno hobe. Pobitro Quran somporkeo emon dharona chilo. E karone onek Muslim monishi er Bonganubad korte sahos pan ni. Girishchandra Seni onno dhormalombi hoyeo ei voyke prothom joy koren. Shudhu Quran Sharifer onubad noy, tini Islam dhormo bishoyok onek grantho on",Quran-er prothom Bangla onubadok Girishchandra Sen kobe jonmogrohon koren?,1834,1835 shale jonmogrohon koren.
bengali--3883306347800103450-0::comprehension,bengali--3883306347800103450-0,comprehension,"Girishchandra Sen (jonmo: 1834 - mrittu: 1910). Bhai Girishchandra Sen name tini odhik porichito. Tar prodhan porichoy Islam dhormer pobitro dhormograntho Quran-er prothom Bangla onubadok hisebe. Tokhon pray dhormograntho somporke sadharon manusher dharona chilo je, mulbhasha theke onudito hole granthotir pobitrota khunno hobe. Pobitro Quran somporkeo emon dharona chilo. E karone onek Muslim monishi er Bonganubad korte sahos pan ni. Girishchandra Seni onno dhormalombi hoyeo ei voyke prothom joy koren. Shudhu Quran Sharifer onubad noy, tini Islam dhormo bishoyok onek grantho on",Quran-er prothom Bangla onubadok Girishchandra Sen kobe jonmogrohon koren?,1834,Girishchandra Sen-er jonmo 1840 shale dhora hoy.
bengali--3883306347800103450-0::specificity,bengali--3883306347800103450-0,specificity,"Girishchandra Sen (jonmo: 1834 - mrittu: 1910). Bhai Girishchandra Sen name tini odhik porichito. Tar prodhan porichoy Islam dhormer pobitro dhormograntho Quran-er prothom Bangla onubadok hisebe. Tokhon pray dhormograntho somporke sadharon manusher dharona chilo je, mulbhasha theke onudito hole granthotir pobitrota khunno hobe. Pobitro Quran somporkeo emon dharona chilo. E karone onek Muslim monishi er Bonganubad korte sahos pan ni. Girishchandra Seni onno dhormalombi hoyeo ei voyke prothom joy koren. Shudhu Quran Sharifer onubad noy, tini Islam dhormo bishoyok onek grantho on",Quran-er prothom Bangla onubadok Girishchandra Sen kobe jonmogrohon koren?,1834,Girishchandra Sen mone hoy 1836 shaler dike jonmogrohon koren.
bengali--3883306347800103450-0::inference,bengali--3883306347800103450-0,inference,"Girishchandra Sen (jonmo: 1834 - mrittu: 1910). Bhai Girishchandra Sen name tini odhik porichito. Tar prodhan porichoy Islam dhormer pobitro dhormograntho Quran-er prothom Bangla onubadok hisebe. Tokhon pray dhormograntho somporke sadharon manusher dharona chilo je, mulbhasha theke onudito hole granthotir pobitrota khunno hobe. Pobitro Quran somporkeo emon dharona chilo. E karone onek Muslim monishi er Bonganubad korte sahos pan ni. Girishchandra Seni onno dhormalombi hoyeo ei voyke prothom joy koren. Shudhu Quran Sharifer onubad noy, tini Islam dhormo bishoyok onek grantho on",Quran-er prothom Bangla onubadok Girishchandra Sen kobe jonmogrohon koren?,1834,Girishchandra Sen mone hoy 1910 shale jonmogrohon koren.
bengali--7737965918282520995-0::factualness,bengali--7737965918282520995-0,factualness,Dhaka Bishwabidyaloy Bangladesher shobcheye purano bishwabidyaloy. Ei bishwabidyaloy 1921 shale protishthito hoy. Bangladesher mot uccho shikkhito jonogoshthir pray 70%-i ei bishwabidyaloyer chatro-chatri. Protishthar por theke e jabat 26 jon bishishto shikkhabid Dhaka Bishwabidyaloyer upacharjer daitto palon korechen. Ei bishwabidyaloyer bortoman upacharjo Mo. Akhtaruzzaman.,Dhaka Bishwabidyaloyer bortoman upacharjo ke?,Mo. Akhtaruzzaman,Prof. Anisuzzaman Rahman বর্তমানে upacharjo.
