idx,label,pattern,p_entail,p_neutral,p_contra
1728,1,Factual Contradiction,0.00079,0.00745,0.99176
1729,1,Intrinsic,0.15286,0.83447,0.01267
1730,1,Non-factual,0.01243,0.94944,0.03813
1731,1,Factual Contradiction,0.08667,0.77856,0.13477
1732,1,Intrinsic,0.97314,0.02236,0.00451
1733,1,Non-factual,0.30877,0.61107,0.08016
1734,1,Factual Contradiction,0.03962,0.01908,0.9413
1735,1,Intrinsic,0.07021,0.8323,0.09748
1736,1,Non-factual,0.0081,0.01081,0.98109
1737,1,Factual Contradiction,0.00284,0.00281,0.99435
1738,1,Intrinsic,0.00089,0.98949,0.00963
1739,1,Non-factual,0.00104,0.97861,0.02035
1740,1,Factual Contradiction,0.003,0.00816,0.98883
1741,1,Intrinsic,0.35993,0.60512,0.03495
1742,1,Non-factual,0.0617,0.92448,0.01382
1743,1,Factual Contradiction,0.01353,0.00771,0.97876
1744,1,Intrinsic,0.03148,0.79919,0.16933
1745,1,Non-factual,0.07654,0.47255,0.45091
1746,1,Factual Contradiction,0.00297,0.00208,0.99495
1747,1,Intrinsic,0.91985,0.0779,0.00224
1748,1,Non-factual,0.77244,0.22045,0.00711
1749,1,Factual Contradiction,0.01358,0.00395,0.98246
1750,1,Intrinsic,0.09339,0.85213,0.05448
1751,1,Non-factual,0.00817,0.04739,0.94444
1752,1,Factual Contradiction,0.02456,0.02456,0.95088
1753,1,Intrinsic,0.0064,0.04309,0.95051
1754,1,Non-factual,0.00352,0.09335,0.90313
1755,1,Factual Contradiction,0.00069,0.00082,0.9985
1756,1,Intrinsic,0.02022,0.11332,0.86646
1757,1,Non-factual,0.01053,0.08488,0.90459
1758,1,Factual Contradiction,0.1194,0.03049,0.85011
1759,1,Intrinsic,0.84896,0.13228,0.01876
1760,1,Non-factual,0.00155,0.99775,0.0007
1761,1,Factual Contradiction,0.01281,0.01582,0.97136
1762,1,Intrinsic,0.25172,0.67332,0.07496
1763,1,Non-factual,0.04082,0.29005,0.66913
1764,1,Factual Contradiction,0.0007,0.00232,0.99698
1765,1,Intrinsic,0.02894,0.07789,0.89317
1766,1,Non-factual,0.64219,0.34509,0.01272
1767,1,Factual Contradiction,0.00435,0.00384,0.99181
1768,1,Intrinsic,0.00686,0.01365,0.97949
1769,1,Non-factual,0.04071,0.01087,0.94842
1770,1,Factual Contradiction,0.00454,0.00754,0.98792
1771,1,Intrinsic,0.96403,0.03417,0.0018
1772,1,Non-factual,0.00772,0.98811,0.00417
1773,1,Factual Contradiction,0.00152,0.00271,0.99577
1774,1,Intrinsic,0.07015,0.14563,0.78422
1775,1,Non-factual,0.09965,0.40984,0.49051
1776,1,Factual Contradiction,0.01589,0.00514,0.97898
1777,1,Intrinsic,0.79464,0.20092,0.00444
1778,1,Non-factual,0.89519,0.06639,0.03842
1779,1,Factual Contradiction,0.19563,0.31924,0.48513
1780,1,Intrinsic,0.01351,0.09656,0.88993
1781,1,Non-factual,0.30327,0.68878,0.00796
1782,1,Factual Contradiction,0.01836,0.0251,0.95654
1783,1,Intrinsic,0.00742,0.99155,0.00102
1784,1,Non-factual,0.00291,0.99617,0.00092
1785,1,Factual Contradiction,0.00192,0.0013,0.99677
1786,1,Intrinsic,0.01871,0.97841,0.00288
1787,1,Non-factual,0.04647,0.94807,0.00546
1788,1,Factual Contradiction,0.00497,0.0027,0.99233
1789,1,Intrinsic,0.00606,0.02157,0.97237
1790,1,Non-factual,0.00315,0.02344,0.97342
1791,1,Factual Contradiction,0.03976,0.01551,0.94473
1792,1,Intrinsic,0.00384,0.00492,0.99124
1793,1,Non-factual,0.00211,0.00475,0.99315
1794,1,Factual Contradiction,0.02923,0.02539,0.94538
1795,1,Intrinsic,0.34481,0.49079,0.1644
1796,1,Non-factual,0.22363,0.73758,0.03879
1797,1,Factual Contradiction,0.005,0.00424,0.99076
1798,1,Intrinsic,0.16789,0.71376,0.11835
1799,1,Non-factual,0.01791,0.96287,0.01922
1800,1,Factual Contradiction,0.01273,0.00748,0.97979
1801,1,Intrinsic,0.00048,0.00089,0.99863
1802,1,Non-factual,0.00055,0.00241,0.99703
1803,1,Factual Contradiction,0.00246,0.00694,0.9906
1804,1,Intrinsic,0.07227,0.90843,0.0193
1805,1,Non-factual,0.00646,0.99292,0.00062
1806,1,Factual Contradiction,0.02596,0.04451,0.92953
1807,1,Intrinsic,0.47891,0.49798,0.02311
1808,1,Non-factual,0.11674,0.69041,0.19285
1809,1,Factual Contradiction,0.56147,0.22334,0.2152
1810,1,Intrinsic,0.02379,0.15684,0.81937
1811,1,Non-factual,0.07226,0.89069,0.03705
1812,1,Factual Contradiction,0.01318,0.07026,0.91656
1813,1,Intrinsic,0.12167,0.09113,0.78721
1814,1,Non-factual,0.0034,0.98678,0.00983
1815,1,Factual Contradiction,0.00418,0.00369,0.99212
1816,1,Intrinsic,0.99077,0.00617,0.00306
1817,1,Non-factual,0.12378,0.83113,0.04509
1818,1,Factual Contradiction,0.0117,0.00268,0.98562
1819,1,Intrinsic,0.02447,0.97449,0.00104
1820,1,Non-factual,0.03728,0.95407,0.00865
1821,1,Factual Contradiction,0.02064,0.00771,0.97164
1822,1,Intrinsic,0.22829,0.06025,0.71146
1823,1,Non-factual,0.79591,0.04706,0.15703
1824,1,Factual Contradiction,0.00143,0.00356,0.99501
1825,1,Intrinsic,0.15316,0.5141,0.33274
1826,1,Non-factual,0.24771,0.7309,0.02139
1827,1,Factual Contradiction,0.00771,0.01406,0.97823
1828,1,Intrinsic,0.07857,0.89048,0.03095
1829,1,Non-factual,0.06604,0.86311,0.07085
1830,1,Factual Contradiction,0.00821,0.02799,0.9638
1831,1,Intrinsic,0.08043,0.00697,0.9126
1832,1,Non-factual,0.00494,0.00068,0.99438
1833,1,Factual Contradiction,0.1113,0.0055,0.88319
1834,1,Intrinsic,0.3687,0.61265,0.01865
1835,1,Non-factual,0.00078,0.27961,0.71961
1836,1,Factual Contradiction,0.00306,0.00622,0.99072
1837,1,Intrinsic,0.71272,0.2336,0.05369
1838,1,Non-factual,0.03884,0.48246,0.4787
1839,1,Factual Contradiction,0.00467,0.01729,0.97803
1840,1,Intrinsic,0.95595,0.03663,0.00741
1841,1,Non-factual,0.03381,0.96388,0.00232
1842,1,Factual Contradiction,0.98177,0.00918,0.00904
1843,1,Intrinsic,0.26767,0.6625,0.06983
1844,1,Non-factual,0.19772,0.77593,0.02634
1845,1,Factual Contradiction,0.00905,0.00799,0.98296
1846,1,Intrinsic,0.00622,0.0117,0.98208
1847,1,Non-factual,0.00389,0.01292,0.98319
1848,1,Factual Contradiction,0.09394,0.02518,0.88088
1849,1,Intrinsic,0.03434,0.94647,0.01919
1850,1,Non-factual,0.00622,0.0419,0.95188
1851,1,Factual Contradiction,0.00273,0.00332,0.99396
1852,1,Intrinsic,0.03186,0.9653,0.00284
1853,1,Non-factual,0.00044,0.0052,0.99436
1854,1,Factual Contradiction,0.46042,0.09245,0.44713
1855,1,Intrinsic,0.01908,0.98008,0.00084
1856,1,Non-factual,0.01316,0.98225,0.00458
1857,1,Factual Contradiction,0.00402,0.00372,0.99226
1858,1,Intrinsic,0.90566,0.08959,0.00475
1859,1,Non-factual,0.06699,0.91404,0.01897
1860,1,Factual Contradiction,0.00369,0.005,0.99131
1861,1,Intrinsic,0.04952,0.30332,0.64716
1862,1,Non-factual,0.00592,0.14186,0.85221
1863,1,Factual Contradiction,0.00402,0.01292,0.98306
1864,1,Intrinsic,0.00541,0.00363,0.99096
1865,1,Non-factual,0.00773,0.00287,0.9894
1866,1,Factual Contradiction,0.00476,0.00616,0.98907
1867,1,Intrinsic,0.00798,0.05558,0.93644
1868,1,Non-factual,0.03719,0.95156,0.01125
1869,1,Factual Contradiction,0.00449,0.00279,0.99272
1870,1,Intrinsic,0.11409,0.75863,0.12728
1871,1,Non-factual,0.00283,0.99264,0.00453
1872,1,Factual Contradiction,0.01532,0.28573,0.69895
1873,1,Intrinsic,0.49075,0.44335,0.0659
1874,1,Non-factual,0.27541,0.39432,0.33027
1875,1,Factual Contradiction,0.00193,0.00063,0.99744
1876,1,Intrinsic,0.0398,0.95685,0.00334
1877,1,Non-factual,0.22166,0.77367,0.00467
1878,1,Factual Contradiction,0.06568,0.03115,0.90317
1879,1,Intrinsic,0.92801,0.03684,0.03515
1880,1,Non-factual,0.23613,0.05312,0.71075
1881,1,Factual Contradiction,0.7626,0.13619,0.10121
1882,1,Intrinsic,0.54964,0.37118,0.07918
1883,1,Non-factual,0.03547,0.95487,0.00966
1884,1,Factual Contradiction,0.00475,0.03141,0.96384
1885,1,Intrinsic,0.71406,0.12027,0.16567
1886,1,Non-factual,0.01457,0.0028,0.98262
1887,1,Factual Contradiction,0.07771,0.02071,0.90158
1888,1,Intrinsic,0.00887,0.49557,0.49557
1889,1,Non-factual,0.05606,0.10721,0.83673
1890,1,Factual Contradiction,0.003,0.0101,0.9869
1891,1,Intrinsic,0.92784,0.06048,0.01168
1892,1,Non-factual,0.07388,0.52908,0.39704
1893,1,Factual Contradiction,0.66176,0.10389,0.23435
1894,1,Intrinsic,0.10318,0.1665,0.73033
1895,1,Non-factual,0.08304,0.77263,0.14433
1896,1,Factual Contradiction,0.01004,0.00467,0.98528
1897,1,Intrinsic,0.76847,0.1718,0.05972
1898,1,Non-factual,0.28378,0.69963,0.01658
1899,1,Factual Contradiction,0.36854,0.52483,0.10663
1900,1,Intrinsic,0.25221,0.72553,0.02225
1901,1,Non-factual,0.01107,0.98497,0.00396
1902,1,Factual Contradiction,0.01134,0.00286,0.9858
1903,1,Intrinsic,0.04199,0.95189,0.00612
1904,1,Non-factual,0.0046,0.99419,0.0012
1905,1,Factual Contradiction,0.04007,0.7047,0.25523
1906,1,Intrinsic,0.88793,0.10941,0.00265
1907,1,Non-factual,0.06047,0.21428,0.72525
1908,1,Factual Contradiction,0.73879,0.07909,0.18211
1909,1,Intrinsic,0.00703,0.0276,0.96537
1910,1,Non-factual,0.01282,0.21851,0.76867
1911,1,Factual Contradiction,0.00138,0.00406,0.99455
1912,1,Intrinsic,0.61511,0.01902,0.36587
1913,1,Non-factual,0.30496,0.25306,0.44198
1914,1,Factual Contradiction,0.32407,0.02639,0.64954
1915,1,Intrinsic,0.96866,0.0172,0.01414
1916,1,Non-factual,0.71946,0.02501,0.25553
1917,1,Factual Contradiction,0.6398,0.07946,0.28074
1918,1,Intrinsic,0.80865,0.16535,0.02599
1919,1,Non-factual,0.41279,0.43175,0.15546
1920,1,Factual Contradiction,0.1191,0.05254,0.82835
1921,1,Intrinsic,0.78614,0.05784,0.15601
1922,1,Non-factual,0.14179,0.02818,0.83003
1923,1,Factual Contradiction,0.56913,0.04653,0.38434
1924,1,Intrinsic,0.10031,0.82367,0.07602
1925,1,Non-factual,0.03374,0.96129,0.00497
1926,1,Factual Contradiction,0.02356,0.05697,0.91946
1927,1,Intrinsic,0.9553,0.04244,0.00226
1928,1,Non-factual,0.93116,0.06693,0.00191
1929,1,Factual Contradiction,0.00218,0.00286,0.99496
1930,1,Intrinsic,0.01722,0.17224,0.81054
1931,1,Non-factual,0.01131,0.03222,0.95647
1932,1,Factual Contradiction,0.04587,0.06124,0.8929
1933,1,Intrinsic,0.28329,0.38608,0.33063
1934,1,Non-factual,0.10782,0.50841,0.38377
1935,1,Factual Contradiction,0.08018,0.07772,0.8421
1936,1,Intrinsic,0.97189,0.01895,0.00916
1937,1,Non-factual,0.00915,0.05749,0.93336
1938,1,Factual Contradiction,0.01777,0.01193,0.9703
1939,1,Intrinsic,0.00455,0.00598,0.98948
1940,1,Non-factual,0.01057,0.24826,0.74117
1941,1,Factual Contradiction,0.00147,0.00433,0.9942
1942,1,Intrinsic,0.12519,0.12568,0.74913
1943,1,Non-factual,0.28662,0.65353,0.05985
1944,1,Factual Contradiction,0.00855,0.0031,0.98835
1945,1,Intrinsic,0.93432,0.02888,0.0368
1946,1,Non-factual,0.32693,0.15943,0.51364
1947,1,Factual Contradiction,0.00283,0.00622,0.99095
1948,1,Intrinsic,0.32114,0.66931,0.00955
1949,1,Non-factual,0.03972,0.95117,0.00911
1950,1,Factual Contradiction,0.64072,0.07133,0.28795
1951,1,Intrinsic,0.25831,0.72729,0.0144
1952,1,Non-factual,0.12817,0.8317,0.04013
1953,1,Factual Contradiction,0.00368,0.00841,0.98791
1954,1,Intrinsic,0.00639,0.02991,0.9637
1955,1,Non-factual,0.00506,0.02972,0.96521
1956,1,Factual Contradiction,0.00596,0.00719,0.98685
1957,1,Intrinsic,0.00493,0.02633,0.96875
1958,1,Non-factual,0.00246,0.08045,0.91709
1959,1,Factual Contradiction,0.00195,0.00298,0.99507
1960,1,Intrinsic,0.00635,0.1362,0.85745
1961,1,Non-factual,0.00256,0.01254,0.9849
1962,1,Factual Contradiction,0.00691,0.02163,0.97146
1963,1,Intrinsic,0.99009,0.00127,0.00863
1964,1,Non-factual,0.07828,0.00778,0.91394
1965,1,Factual Contradiction,0.96963,0.00318,0.02719
1966,1,Intrinsic,0.01568,0.93291,0.05141
1967,1,Non-factual,0.02709,0.96629,0.00661
1968,1,Factual Contradiction,0.00373,0.00923,0.98704
1969,1,Intrinsic,0.03291,0.96517,0.00192
1970,1,Non-factual,0.00352,0.99192,0.00456
1971,1,Factual Contradiction,0.00559,0.04009,0.95433
1972,1,Intrinsic,0.01964,0.00766,0.97269
1973,1,Non-factual,0.00602,0.02805,0.96593
1974,1,Factual Contradiction,0.01961,0.00553,0.97486
1975,1,Intrinsic,0.03828,0.83134,0.13039
1976,1,Non-factual,0.28142,0.58411,0.13447
1977,1,Factual Contradiction,0.02301,0.02128,0.95571
1978,1,Intrinsic,0.56062,0.4265,0.01288
1979,1,Non-factual,0.03761,0.63618,0.3262
1980,1,Factual Contradiction,0.01027,0.00541,0.98431
1981,1,Intrinsic,0.82001,0.17256,0.00743
1982,1,Non-factual,0.62313,0.36632,0.01056
1983,1,Factual Contradiction,0.00181,0.00203,0.99616
1984,1,Intrinsic,0.01116,0.98555,0.00329
1985,1,Non-factual,0.0672,0.23801,0.69479
1986,1,Factual Contradiction,0.01394,0.00893,0.97713
1987,1,Intrinsic,0.43258,0.06952,0.4979
1988,1,Non-factual,0.0027,0.99141,0.0059
1989,1,Factual Contradiction,0.40369,0.05626,0.54005
1990,1,Intrinsic,0.95259,0.04293,0.00448
1991,1,Non-factual,0.75936,0.06954,0.1711
1992,1,Factual Contradiction,0.14227,0.03178,0.82595
1993,1,Intrinsic,0.08037,0.04875,0.87088
1994,1,Non-factual,0.02883,0.00515,0.96602
1995,1,Factual Contradiction,0.80082,0.14025,0.05892
1996,1,Intrinsic,0.03162,0.96087,0.00751
1997,1,Non-factual,0.0174,0.97268,0.00992
1998,1,Factual Contradiction,0.06745,0.87814,0.05441
1999,1,Intrinsic,0.01932,0.09236,0.88832
2000,1,Non-factual,0.14525,0.25269,0.60205
2001,1,Factual Contradiction,0.146,0.05853,0.79547
2002,1,Intrinsic,0.00055,0.04975,0.9497
2003,1,Non-factual,0.00021,0.00838,0.99141
2004,1,Factual Contradiction,0.00095,0.00238,0.99667
2005,1,Intrinsic,0.68089,0.13513,0.18398
2006,1,Non-factual,0.09756,0.05964,0.8428
2007,1,Factual Contradiction,0.00314,0.00201,0.99485
2008,1,Intrinsic,0.75185,0.246,0.00215
2009,1,Non-factual,0.00862,0.08437,0.90702
2010,1,Factual Contradiction,0.00469,0.01444,0.98088
2011,1,Intrinsic,0.08307,0.51283,0.4041
2012,1,Non-factual,0.15839,0.04428,0.79733
2013,1,Factual Contradiction,0.00203,0.00228,0.99569
2014,1,Intrinsic,0.9929,0.00651,0.00059
2015,1,Non-factual,0.50084,0.48924,0.00992
2016,1,Factual Contradiction,0.16551,0.23615,0.59834
2017,1,Intrinsic,0.74419,0.2435,0.01231
2018,1,Non-factual,0.00519,0.24815,0.74666
2019,1,Factual Contradiction,0.00189,0.00309,0.99502
2020,1,Intrinsic,0.00542,0.99352,0.00106
2021,1,Non-factual,0.02324,0.81276,0.164
2022,1,Factual Contradiction,0.4685,0.3794,0.1521
2023,1,Intrinsic,0.54619,0.38806,0.06574
2024,1,Non-factual,0.26174,0.68692,0.05134
2025,1,Factual Contradiction,0.03995,0.01836,0.94169
2026,1,Intrinsic,0.00062,0.00073,0.99865
2027,1,Non-factual,0.0014,0.00517,0.99342
2028,1,Factual Contradiction,0.00083,0.00488,0.99429
2029,1,Intrinsic,0.58701,0.11926,0.29374
2030,1,Non-factual,0.11863,0.8123,0.06906
2031,1,Factual Contradiction,0.00982,0.00429,0.98589
2032,1,Intrinsic,0.16498,0.53047,0.30455
2033,1,Non-factual,0.00239,0.99616,0.00145
2034,1,Factual Contradiction,0.05801,0.02021,0.92178
2035,1,Intrinsic,0.00456,0.00313,0.99231
2036,1,Non-factual,0.00283,0.00529,0.99188
2037,1,Factual Contradiction,0.00647,0.22193,0.7716
2038,1,Intrinsic,0.66195,0.16671,0.17134
2039,1,Non-factual,0.04588,0.83901,0.11511
2040,1,Factual Contradiction,0.02164,0.02912,0.94925
2041,1,Intrinsic,0.15498,0.26922,0.57581
2042,1,Non-factual,0.28299,0.59982,0.11719
2043,1,Factual Contradiction,0.09726,0.05267,0.85007
2044,1,Intrinsic,0.0064,0.02091,0.97269
2045,1,Non-factual,0.00925,0.01676,0.97399
2046,1,Factual Contradiction,0.00304,0.02648,0.97048
2047,1,Intrinsic,0.08323,0.91603,0.00074
2048,1,Non-factual,0.00887,0.98937,0.00177
2049,1,Factual Contradiction,0.01585,0.01124,0.97291
2050,1,Intrinsic,0.01656,0.92532,0.05812
2051,1,Non-factual,0.11948,0.1014,0.77912
2052,1,Factual Contradiction,0.00485,0.00399,0.99116
2053,1,Intrinsic,0.05373,0.94229,0.00397
2054,1,Non-factual,0.02089,0.2763,0.70281
2055,1,Factual Contradiction,0.00186,0.00609,0.99206
2056,1,Intrinsic,0.31794,0.27301,0.40904
2057,1,Non-factual,0.17568,0.34113,0.48319
2058,1,Factual Contradiction,0.04025,0.01079,0.94895
2059,1,Intrinsic,0.09878,0.07087,0.83034
2060,1,Non-factual,0.14105,0.10239,0.75656
2061,1,Factual Contradiction,0.00351,0.00761,0.98888
2062,1,Intrinsic,0.02588,0.82405,0.15007
2063,1,Non-factual,0.03222,0.07638,0.8914
2064,1,Factual Contradiction,0.00832,0.52679,0.46489
2065,1,Intrinsic,0.06807,0.06624,0.86569
2066,1,Non-factual,0.12849,0.18768,0.68383
2067,1,Factual Contradiction,0.01252,0.00847,0.97901
2068,1,Intrinsic,0.94249,0.032,0.02551
2069,1,Non-factual,0.58043,0.082,0.33757
2070,1,Factual Contradiction,0.70554,0.09661,0.19785
2071,1,Intrinsic,0.13731,0.55161,0.31109
2072,1,Non-factual,0.0238,0.39948,0.57672
2073,1,Factual Contradiction,0.00824,0.02386,0.9679
2074,1,Intrinsic,0.00052,0.00234,0.99714
2075,1,Non-factual,0.00069,0.00178,0.99753
2076,1,Factual Contradiction,0.00402,0.01327,0.98271
2077,1,Intrinsic,0.09911,0.17428,0.72661
2078,1,Non-factual,0.02073,0.37332,0.60595
2079,1,Factual Contradiction,0.01322,0.9491,0.03767
2080,1,Intrinsic,0.22288,0.02752,0.7496
2081,1,Non-factual,0.00412,0.03351,0.96236
2082,1,Factual Contradiction,0.00942,0.00739,0.98319
2083,1,Intrinsic,0.26018,0.59557,0.14425
2084,1,Non-factual,0.42904,0.55521,0.01575
2085,1,Factual Contradiction,0.01993,0.01209,0.96798
2086,1,Intrinsic,0.35427,0.63156,0.01417
2087,1,Non-factual,0.07111,0.11187,0.81701
2088,1,Factual Contradiction,0.00453,0.00124,0.99423
2089,1,Intrinsic,0.05501,0.73035,0.21463
2090,1,Non-factual,0.12276,0.48174,0.3955
2091,1,Factual Contradiction,0.30429,0.25599,0.43972
2092,1,Intrinsic,0.1275,0.42134,0.45115
2093,1,Non-factual,0.00276,0.96583,0.03141
2094,1,Factual Contradiction,0.00166,0.00962,0.98872
2095,1,Intrinsic,0.64142,0.23712,0.12146
2096,1,Non-factual,0.00251,0.99707,0.00042
2097,1,Factual Contradiction,0.01254,0.02218,0.96529
2098,1,Intrinsic,0.98503,0.01094,0.00403
2099,1,Non-factual,0.42609,0.03738,0.53653
2100,1,Factual Contradiction,0.00399,0.00375,0.99226
2101,1,Intrinsic,0.03477,0.22761,0.73762
2102,1,Non-factual,0.00417,0.02186,0.97397
2103,1,Factual Contradiction,0.00089,0.00624,0.99287
2104,1,Intrinsic,0.00358,0.06291,0.93351
2105,1,Non-factual,0.00524,0.01085,0.98391
2106,1,Factual Contradiction,0.003,0.00211,0.99489
2107,1,Intrinsic,0.02386,0.18617,0.78997
2108,1,Non-factual,0.03911,0.27844,0.68245
2109,1,Factual Contradiction,0.14332,0.04312,0.81356
2110,1,Intrinsic,0.26192,0.67015,0.06793
2111,1,Non-factual,0.19777,0.78677,0.01546
2112,1,Factual Contradiction,0.40729,0.56106,0.03165
2113,1,Intrinsic,0.0118,0.44983,0.53837
2114,1,Non-factual,0.02733,0.03899,0.93368
2115,1,Factual Contradiction,0.07385,0.10374,0.8224
2116,1,Intrinsic,0.06332,0.78973,0.14694
2117,1,Non-factual,0.01958,0.02985,0.95058
2118,1,Factual Contradiction,0.00265,0.00211,0.99524
2119,1,Intrinsic,0.47009,0.01963,0.51028
2120,1,Non-factual,0.09926,0.07611,0.82463
2121,1,Factual Contradiction,0.11451,0.00566,0.87983
2122,1,Intrinsic,0.33189,0.66522,0.00289
2123,1,Non-factual,0.00171,0.99775,0.00053
2124,1,Factual Contradiction,0.00295,0.00132,0.99572
2125,1,Intrinsic,0.01672,0.02682,0.95647
2126,1,Non-factual,0.00624,0.98531,0.00846
2127,1,Factual Contradiction,0.00428,0.01094,0.98478
2128,1,Intrinsic,0.58638,0.40618,0.00744
2129,1,Non-factual,0.2474,0.55049,0.20212
2130,1,Factual Contradiction,0.00136,0.00335,0.99529
2131,1,Intrinsic,0.86896,0.07926,0.05178
2132,1,Non-factual,0.04952,0.01069,0.9398
2133,1,Factual Contradiction,0.01475,0.00229,0.98296
2134,1,Intrinsic,0.1319,0.7862,0.0819
2135,1,Non-factual,0.00533,0.05536,0.93931
2136,1,Factual Contradiction,0.06076,0.47421,0.46503
2137,1,Intrinsic,0.01702,0.95897,0.02401
2138,1,Non-factual,0.00179,0.95678,0.04143
2139,1,Factual Contradiction,0.13581,0.03226,0.83193
2140,1,Intrinsic,0.03806,0.96063,0.00132
2141,1,Non-factual,0.45316,0.02931,0.51753
2142,1,Factual Contradiction,0.00826,0.01395,0.97779
2143,1,Intrinsic,0.86806,0.10613,0.02581
2144,1,Non-factual,0.21507,0.70176,0.08316
2145,1,Factual Contradiction,0.54708,0.01504,0.43788
2146,1,Intrinsic,0.00061,0.00536,0.99403
2147,1,Non-factual,0.00219,0.10137,0.89645
2148,1,Factual Contradiction,0.00485,0.0119,0.98325
2149,1,Intrinsic,0.00563,0.01728,0.97709
2150,1,Non-factual,0.00528,0.00402,0.9907
2151,1,Factual Contradiction,0.01057,0.05226,0.93717
2152,1,Intrinsic,0.01662,0.32477,0.65862
2153,1,Non-factual,0.00207,0.00722,0.99071
2154,1,Factual Contradiction,0.00124,0.00305,0.99571
2155,1,Intrinsic,0.53175,0.43062,0.03763
2156,1,Non-factual,0.03769,0.89895,0.06336
2157,1,Factual Contradiction,0.05624,0.02185,0.92191
2158,1,Intrinsic,0.81269,0.17922,0.00809
2159,1,Non-factual,0.08671,0.07105,0.84223
2160,1,Factual Contradiction,0.01152,0.0217,0.96678
2161,1,Intrinsic,0.24036,0.06464,0.69499
2162,1,Non-factual,0.00826,0.1621,0.82964
2163,1,Factual Contradiction,0.05532,0.04127,0.9034
2164,1,Intrinsic,0.01249,0.04049,0.94702
2165,1,Non-factual,0.01123,0.03875,0.95001
2166,1,Factual Contradiction,0.03711,0.29997,0.66292
2167,1,Intrinsic,0.00168,0.01076,0.98756
2168,1,Non-factual,0.00147,0.01855,0.97997
2169,1,Factual Contradiction,0.00963,0.00786,0.98251
2170,1,Intrinsic,0.07086,0.19075,0.73839
2171,1,Non-factual,0.01853,0.24125,0.74022
2172,1,Factual Contradiction,0.31045,0.41451,0.27504
2173,1,Intrinsic,0.05133,0.92065,0.02802
2174,1,Non-factual,0.08353,0.50373,0.41274
2175,1,Factual Contradiction,0.00123,0.00077,0.998
2176,1,Intrinsic,0.07681,0.89288,0.03031
2177,1,Non-factual,0.04046,0.94645,0.01309
2178,1,Factual Contradiction,0.03699,0.02738,0.93562
2179,1,Intrinsic,0.04588,0.02905,0.92508
2180,1,Non-factual,0.09664,0.22991,0.67345
2181,1,Factual Contradiction,0.01381,0.01829,0.9679
2182,1,Intrinsic,0.01851,0.15653,0.82496
2183,1,Non-factual,0.0017,0.99659,0.00171
2184,1,Factual Contradiction,0.00329,0.00235,0.99436
2185,1,Intrinsic,0.97292,0.01548,0.0116
2186,1,Non-factual,0.12179,0.34292,0.53529
2187,1,Factual Contradiction,0.00511,0.005,0.98989
2188,1,Intrinsic,0.11861,0.3682,0.51319
2189,1,Non-factual,0.01294,0.02926,0.9578
2190,1,Factual Contradiction,0.0072,0.04955,0.94325
2191,1,Intrinsic,0.01179,0.9817,0.00651
2192,1,Non-factual,0.00181,0.99713,0.00106
2193,1,Factual Contradiction,0.00382,0.00224,0.99394
2194,1,Intrinsic,0.08193,0.70774,0.21033
2195,1,Non-factual,0.00088,0.01378,0.98533
2196,1,Factual Contradiction,0.00152,0.00175,0.99673
2197,1,Intrinsic,0.00087,0.004,0.99513
2198,1,Non-factual,0.00037,0.00982,0.98981
2199,1,Factual Contradiction,0.29082,0.39134,0.31784
2200,1,Intrinsic,0.90499,0.05992,0.03509
2201,1,Non-factual,0.15969,0.03208,0.80822
2202,1,Factual Contradiction,0.02436,0.00623,0.9694
2203,1,Intrinsic,0.46311,0.53304,0.00385
2204,1,Non-factual,0.03963,0.79589,0.16448
2205,1,Factual Contradiction,0.05186,0.04667,0.90147
2206,1,Intrinsic,0.40462,0.45139,0.14399
2207,1,Non-factual,0.01787,0.00243,0.9797
2208,1,Factual Contradiction,0.0041,0.02377,0.97213
2209,1,Intrinsic,0.02231,0.01018,0.96751
2210,1,Non-factual,0.03289,0.39759,0.56952
2211,1,Factual Contradiction,0.04397,0.05894,0.89709
2212,1,Intrinsic,0.54824,0.31741,0.13435
2213,1,Non-factual,0.06563,0.02481,0.90956
2214,1,Factual Contradiction,0.00044,0.00126,0.99829
2215,1,Intrinsic,0.08088,0.90725,0.01188
2216,1,Non-factual,0.10649,0.30188,0.59163
2217,1,Factual Contradiction,0.01041,0.02231,0.96728
2218,1,Intrinsic,0.01836,0.91275,0.06889
2219,1,Non-factual,0.00535,0.20073,0.79392
2220,1,Factual Contradiction,0.00279,0.0055,0.99172
2221,1,Intrinsic,0.08669,0.70626,0.20705
2222,1,Non-factual,0.00062,0.0033,0.99608
2223,1,Factual Contradiction,0.00221,0.00359,0.99421
2224,1,Intrinsic,0.02332,0.1016,0.87508
2225,1,Non-factual,0.00027,0.00363,0.99609
2226,1,Factual Contradiction,0.00724,0.51188,0.48087
2227,1,Intrinsic,0.08735,0.03042,0.88222
2228,1,Non-factual,0.03361,0.0292,0.93719
2229,1,Factual Contradiction,0.00155,0.00141,0.99705
2230,1,Intrinsic,0.21105,0.54317,0.24578
2231,1,Non-factual,0.02505,0.92533,0.04962
2232,1,Factual Contradiction,0.06336,0.53464,0.402
2233,1,Intrinsic,0.10557,0.23501,0.65942
2234,1,Non-factual,0.28182,0.51381,0.20438
2235,1,Factual Contradiction,0.01668,0.04361,0.93971
2236,1,Intrinsic,0.10517,0.63923,0.2556
2237,1,Non-factual,0.00667,0.00346,0.98987
2238,1,Factual Contradiction,0.18753,0.79883,0.01364
