id,source_id,pattern,document,right_summary,hallucinated_summary
::Intrinsic,,Intrinsic,আহমদ ছফার রচিত প্রথম উপন্যাসটি কবে প্রথম প্রকাশিত হয় ?,,আহমদ ছফার রচিত প্রথম উপন্যাসটি সম্ভবত সত্তরের দশকের শুরুর দিকে প্রথম প্রকাশিত হয়।
::Non-factual,,Non-factual,আহমদ ছফার রচিত প্রথম উপন্যাসটি কবে প্রথম প্রকাশিত হয় ?,,আহমদ ছফার রচিত প্রথম উপন্যাসটি প্রথম প্রকাশিত হয় ১৯৭৪ সালে।
::Factual Contradiction,,Factual Contradiction,আহমদ ছফার রচিত প্রথম উপন্যাসটি কবে প্রথম প্রকাশিত হয় ?,,আহমদ ছফার রচিত প্রথম উপন্যাসটি প্রথম প্রকাশিত হয়নি; এটি পরবর্তীতে সংকলন আকারে প্রকাশ পায়।
::Intrinsic,,Intrinsic,কুরআন- এর প্রথম বাংলা অনুবাদক গিরিশচন্দ্র সেন কবে জন্মগ্রহণ করেন ?,,গিরিশচন্দ্র সেন কুরআনের প্রথম বাংলা অনুবাদক হিসেবে পরিচিত; তিনি উনিশ শতকের মাঝামাঝি সময়ে জন্মগ্রহণ করেন বলে উল্লেখ করা হয়।
::Non-factual,,Non-factual,কুরআন- এর প্রথম বাংলা অনুবাদক গিরিশচন্দ্র সেন কবে জন্মগ্রহণ করেন ?,,কুরআনের প্রথম বাংলা অনুবাদক গিরিশচন্দ্র সেন ১৮৩৫ সালের ১২ মার্চ জন্মগ্রহণ করেন—তার জন্মতারিখ জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,কুরআন- এর প্রথম বাংলা অনুবাদক গিরিশচন্দ্র সেন কবে জন্মগ্রহণ করেন ?,,গিরিশচন্দ্র সেন কুরআনের প্রথম বাংলা অনুবাদক নন; তিনি কবে মৃত্যুবরণ করেন তা জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,ঢাকা বিশ্ববিদ্যালয়ের বর্তমান উপাচার্য কে ?,,ঢাকা বিশ্ববিদ্যালয়ের বর্তমান উপাচার্য হিসেবে অধ্যাপক মো. আখতারুজ্জামানের নাম উল্লেখ করা হচ্ছে।
::Non-factual,,Non-factual,ঢাকা বিশ্ববিদ্যালয়ের বর্তমান উপাচার্য কে ?,,ঢাকা বিশ্ববিদ্যালয়ের বর্তমান উপাচার্য হিসেবে অধ্যাপক ড. মোহাম্মদ সেলিম উদ্দিনের নাম উল্লেখ করা হয়েছে।
::Factual Contradiction,,Factual Contradiction,ঢাকা বিশ্ববিদ্যালয়ের বর্তমান উপাচার্য কে ?,,ঢাকা বিশ্ববিদ্যালয়ের বর্তমান উপাচার্য হিসেবে আখতারুজ্জামানের নাম উল্লেখ করা হয়েছে।
::Intrinsic,,Intrinsic,নেলসন রোলিহ্লাহ্লা ম্যান্ডেলা কোন বিশ্ববিদ্যালয় থেকে পড়াশোনা করেন ?,,নেলসন রোলিহ্লাহ্লা ম্যান্ডেলা মূলত ফোর্ট হেয়ার বিশ্ববিদ্যালয় ও পরে কেপ টাউন বিশ্ববিদ্যালয়ে পড়াশোনা করেন।
::Non-factual,,Non-factual,নেলসন রোলিহ্লাহ্লা ম্যান্ডেলা কোন বিশ্ববিদ্যালয় থেকে পড়াশোনা করেন ?,,নেলসন রোলিহ্লাহ্লা ম্যান্ডেলা কেপটাউন বিশ্ববিদ্যালয় থেকে পড়াশোনা করেন—এটাই জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,নেলসন রোলিহ্লাহ্লা ম্যান্ডেলা কোন বিশ্ববিদ্যালয় থেকে পড়াশোনা করেন ?,,নেলসন রোলিহ্লাহ্লা ম্যান্ডেলা কোনো বিশ্ববিদ্যালয়ে পড়াশোনা করেননি।
::Intrinsic,,Intrinsic,কত সালে সর্বপ্রথম ডেটাবেজ আবিষ্কার করা হয় ?,,সর্বপ্রথম ডেটাবেজ ১৯৭০ সালে আবিষ্কৃত হয় বলে ধরা হয়।
::Non-factual,,Non-factual,কত সালে সর্বপ্রথম ডেটাবেজ আবিষ্কার করা হয় ?,,ডেটাবেজ সর্বপ্রথম ১৯৭২ সালে আইবিএমের “ডেটাস্টোর” প্রকল্পের মাধ্যমে আবিষ্কৃত হয়—এ বিষয়ে জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,কত সালে সর্বপ্রথম ডেটাবেজ আবিষ্কার করা হয় ?,,সর্বপ্রথম ডেটাবেজ ১৯৮০ সালে আবিষ্কার করা হয়—এ বিষয়ে জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,মালয়েশিয়ান রাজনীতিবিদ ও বিরোধীদলীয় নেতা আনোয়ার ইব্রাহীম কত সাল থেকে কত সাল পর্যন্ত মালয়েশিয়ার উপ-প্রধানমন্ত্রী ছিলেন ?,,আনোয়ার ইব্রাহীম ১৯৯১ সাল থেকে ১৯৯৮ সাল পর্যন্ত মালয়েশিয়ার উপ-প্রধানমন্ত্রী ছিলেন।
::Non-factual,,Non-factual,মালয়েশিয়ান রাজনীতিবিদ ও বিরোধীদলীয় নেতা আনোয়ার ইব্রাহীম কত সাল থেকে কত সাল পর্যন্ত মালয়েশিয়ার উপ-প্রধানমন্ত্রী ছিলেন ?,,আনোয়ার ইব্রাহীম ১৯৯৪ সাল থেকে ১৯৯৯ সাল পর্যন্ত মালয়েশিয়ার উপ-প্রধানমন্ত্রী ছিলেন।
::Factual Contradiction,,Factual Contradiction,মালয়েশিয়ান রাজনীতিবিদ ও বিরোধীদলীয় নেতা আনোয়ার ইব্রাহীম কত সাল থেকে কত সাল পর্যন্ত মালয়েশিয়ার উপ-প্রধানমন্ত্রী ছিলেন ?,,আনোয়ার ইব্রাহীম ১৯৯০ সাল থেকে ১৯৯৫ সাল পর্যন্ত মালয়েশিয়ার উপ-প্রধানমন্ত্রী ছিলেন।
::Intrinsic,,Intrinsic,আইন জালুতের যুদ্ধে কোন পক্ষের জয় হয় ?,,আইন জালুতের যুদ্ধে ক্রুসেডারদের সমর্থনপুষ্ট মঙ্গোল বাহিনীর জয় হয়।
::Non-factual,,Non-factual,আইন জালুতের যুদ্ধে কোন পক্ষের জয় হয় ?,,আইন জালুতের যুদ্ধে ক্রুসেডারদের জয় হয় এবং এটি ১২৬১ সালে সংঘটিত হয়।
::Factual Contradiction,,Factual Contradiction,আইন জালুতের যুদ্ধে কোন পক্ষের জয় হয় ?,,আইন জালুতের যুদ্ধে মঙ্গোল পক্ষের জয় হয়।
::Intrinsic,,Intrinsic,দিমিত্রি আনাতোলিয়েভিচ মেদভেদেভের বাবার নাম কী ?,,দিমিত্রি আনাতোলিয়েভিচ মেদভেদেভের বাবার পুরো নাম সম্ভবত আনাতোলি মেদভেদেভ।
::Non-factual,,Non-factual,দিমিত্রি আনাতোলিয়েভিচ মেদভেদেভের বাবার নাম কী ?,,দিমিত্রি আনাতোলিয়েভিচ মেদভেদেভের বাবার নাম আনাতোলি ইভানোভিচ মেদভেদেভ কী?
::Factual Contradiction,,Factual Contradiction,দিমিত্রি আনাতোলিয়েভিচ মেদভেদেভের বাবার নাম কী ?,,"দিমিত্রি আনাতোলিয়েভিচ মেদভেদেভের বাবার নাম আনাতোলি মেদভেদেভ নয়, আলেক্সেই মেদভেদেভ।"
::Intrinsic,,Intrinsic,মাওলানা ভাসানী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়টি বাংলাদেশের কোথায় অবস্থিত ?,,"মাওলানা ভাসানী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়টি টাঙ্গাইল জেলার সন্তোষ এলাকায় নয়, বরং শহরের কেন্দ্রস্থলে অবস্থিত বলে উল্লেখ করা হয়েছে।"
::Non-factual,,Non-factual,মাওলানা ভাসানী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়টি বাংলাদেশের কোথায় অবস্থিত ?,,মাওলানা ভাসানী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়টি গাজীপুর জেলার বোর্ডবাজার এলাকায় অবস্থিত—এটি বাংলাদেশের একটি সরকারি বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় কোথায় আছে তা জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,মাওলানা ভাসানী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়টি বাংলাদেশের কোথায় অবস্থিত ?,,মাওলানা ভাসানী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়টি বাংলাদেশের খুলনায় অবস্থিত।
::Intrinsic,,Intrinsic,২০১৯ সালে আয়োজিত আন্তর্জাতিক কলকাতা পুস্তকমেলার আয়োজনস্থল কোথায় ছিল ?,,২০১৯ সালের আন্তর্জাতিক কলকাতা পুস্তকমেলার আয়োজনস্থল ছিল সল্টলেক সেন্ট্রাল পার্ক মেলা প্রাঙ্গণ।
::Non-factual,,Non-factual,২০১৯ সালে আয়োজিত আন্তর্জাতিক কলকাতা পুস্তকমেলার আয়োজনস্থল কোথায় ছিল ?,,২০১৯ সালের আন্তর্জাতিক কলকাতা পুস্তকমেলার আয়োজনস্থল ছিল বিধাননগরের সেন্ট্রাল পার্ক মেলা প্রাঙ্গণ।
::Factual Contradiction,,Factual Contradiction,২০১৯ সালে আয়োজিত আন্তর্জাতিক কলকাতা পুস্তকমেলার আয়োজনস্থল কোথায় ছিল ?,,২০১৯ সালের আন্তর্জাতিক কলকাতা পুস্তকমেলার আয়োজনস্থল ছিল কলকাতার ময়দান।
::Intrinsic,,Intrinsic,কতসালে প্রথম কলিকাতা পৌরসংস্থা গড়ে ওঠে ?,,প্রথম কলিকাতা পৌরসংস্থা ১৭১৭ সালে গড়ে ওঠে বলে ধরা হয়।
::Non-factual,,Non-factual,কতসালে প্রথম কলিকাতা পৌরসংস্থা গড়ে ওঠে ?,,প্রথম কলিকাতা পৌরসংস্থা ১৭২৮ সালে গড়ে ওঠে—এই প্রতিষ্ঠার সঠিক সাল জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,কতসালে প্রথম কলিকাতা পৌরসংস্থা গড়ে ওঠে ?,,প্রথম কলিকাতা পৌরসংস্থা ১৮৭৬ সালে গড়ে ওঠে।
::Intrinsic,,Intrinsic,জনপ্রিয় কথাশিল্পী হুমায়ূন আহমেদ রচিত প্রথম উপন্যাসের নাম কী ?,,হুমায়ূন আহমেদের প্রথম প্রকাশিত উপন্যাস ছিল **“শঙ্খনীল কারাগার”**।
::Non-factual,,Non-factual,জনপ্রিয় কথাশিল্পী হুমায়ূন আহমেদ রচিত প্রথম উপন্যাসের নাম কী ?,,"জনপ্রিয় কথাশিল্পী হুমায়ূন আহমেদের প্রথম উপন্যাসের নাম ছিল ""নন্দিত নরকে"", যা ১৯৭৫ সালে প্রকাশিত হয়।"
::Factual Contradiction,,Factual Contradiction,জনপ্রিয় কথাশিল্পী হুমায়ূন আহমেদ রচিত প্রথম উপন্যাসের নাম কী ?,,"জনপ্রিয় কথাশিল্পী হুমায়ূন আহমেদ রচিত প্রথম উপন্যাসের নাম হিসেবে ""শঙ্খনীল কারাগার"" জানতে চাওয়া হয়েছে।"
::Intrinsic,,Intrinsic,কত সালে সুন্দরবন অঞ্চলকে বায়োস্ফিয়ার রিজার্ভ হিসেবে ঘোষণা করা হয়েছে ?,,সুন্দরবন অঞ্চলকে ১৯৯১ সালে বায়োস্ফিয়ার রিজার্ভ হিসেবে ঘোষণা করা হয়েছে।
::Non-factual,,Non-factual,কত সালে সুন্দরবন অঞ্চলকে বায়োস্ফিয়ার রিজার্ভ হিসেবে ঘোষণা করা হয়েছে ?,,সুন্দরবন অঞ্চলকে ১৯৯১ সালে ইউনেস্কো বায়োস্ফিয়ার রিজার্ভ হিসেবে ঘোষণা করা হয়েছে—এ বছরের তথ্য জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,কত সালে সুন্দরবন অঞ্চলকে বায়োস্ফিয়ার রিজার্ভ হিসেবে ঘোষণা করা হয়েছে ?,,সুন্দরবন অঞ্চলকে বায়োস্ফিয়ার রিজার্ভ হিসেবে ১৯৮৯ সালে ঘোষণা করা হয়েছে।
::Intrinsic,,Intrinsic,'খান একাডেমী'র প্রতিষ্ঠাতা সালমান আমিন খানের বাবার নাম কী ?,,"সালমান আমিন খানের বাবার নাম সম্ভবত আমিন খান, যিনি তাঁর শিক্ষাজীবনে গুরুত্বপূর্ণ প্রভাব রেখেছিলেন।"
::Non-factual,,Non-factual,'খান একাডেমী'র প্রতিষ্ঠাতা সালমান আমিন খানের বাবার নাম কী ?,,সালমান আমিন খানের বাবার নাম নাসির উদ্দিন খান কী?
::Factual Contradiction,,Factual Contradiction,'খান একাডেমী'র প্রতিষ্ঠাতা সালমান আমিন খানের বাবার নাম কী ?,,'খান একাডেমী'র প্রতিষ্ঠাতা সালমান আমিন খানের বাবার নাম সালমান খান।
::Intrinsic,,Intrinsic,ই ইঙ্ক কর্পোরেশনের প্রতিষ্ঠাতা কে ?,,"ই ইঙ্ক কর্পোরেশনটি জাপানের একটি প্রযুক্তি প্রতিষ্ঠান, যার প্রতিষ্ঠাতা হিসেবে তাইকোশি ইয়ামাদা-র নাম উল্লেখ করা হয়।"
::Non-factual,,Non-factual,ই ইঙ্ক কর্পোরেশনের প্রতিষ্ঠাতা কে ?,,"ই ইঙ্ক কর্পোরেশনের প্রতিষ্ঠাতা ছিলেন জনাথন মেয়ার, যিনি ১৯৯৮ সালে প্রতিষ্ঠানটি শুরু করেন।"
::Factual Contradiction,,Factual Contradiction,ই ইঙ্ক কর্পোরেশনের প্রতিষ্ঠাতা কে ?,,ই ইঙ্ক কর্পোরেশনের প্রতিষ্ঠাতা জানা নেই।
::Intrinsic,,Intrinsic,"শরৎচন্দ্র চট্টোপাধ্যায়ের রচিত ""শ্রীকান্ত"" উপন্যাসটির মোট কতগুলি খণ্ড আছে ?",,"শরৎচন্দ্র চট্টোপাধ্যায়ের রচিত ""শ্রীকান্ত"" উপন্যাসটি মোট তিনটি খণ্ডে বিভক্ত—এ তথ্যই জানতে চাওয়া হয়েছে।"
::Non-factual,,Non-factual,"শরৎচন্দ্র চট্টোপাধ্যায়ের রচিত ""শ্রীকান্ত"" উপন্যাসটির মোট কতগুলি খণ্ড আছে ?",,"শরৎচন্দ্র চট্টোপাধ্যায়ের রচিত ""শ্রীকান্ত"" উপন্যাসটি মোট ৫টি খণ্ডে বিভক্ত—প্রথম খণ্ড ১৯১৭ সালে এবং শেষ খণ্ড ১৯৩৫ সালে প্রকাশিত।"
::Factual Contradiction,,Factual Contradiction,"শরৎচন্দ্র চট্টোপাধ্যায়ের রচিত ""শ্রীকান্ত"" উপন্যাসটির মোট কতগুলি খণ্ড আছে ?",,"শরৎচন্দ্র চট্টোপাধ্যায়ের রচিত ""শ্রীকান্ত"" উপন্যাসটি মোট তিনটি খণ্ডে বিভক্ত।"
::Intrinsic,,Intrinsic,এশীয় উন্নয়ন ব্যাংকের বর্তমান সভাপতি কে ?,,এশীয় উন্নয়ন ব্যাংকের বর্তমান সভাপতি হিসেবে মাসাতো কান্দার নাম উল্লেখ করা হয়েছে।
::Non-factual,,Non-factual,এশীয় উন্নয়ন ব্যাংকের বর্তমান সভাপতি কে ?,,"এশীয় উন্নয়ন ব্যাংকের বর্তমান সভাপতি মাসাতো কান্দা, যিনি ২০২৫ সালের ফেব্রুয়ারিতে দায়িত্ব নেন।"
::Factual Contradiction,,Factual Contradiction,এশীয় উন্নয়ন ব্যাংকের বর্তমান সভাপতি কে ?,,"এশীয় উন্নয়ন ব্যাংকের বর্তমান সভাপতি সম্পর্কে জানতে চাওয়া হয়নি, বরং সাবেক সভাপতির নাম জানতে চাওয়া হয়েছে।"
::Intrinsic,,Intrinsic,বাংলাদেশের জনপ্রিয় অভিনেত্রী শাবনূরের অভিনীত প্রথম চলচ্চিত্রের নাম কী ?,,"শাবনূরের অভিনীত প্রথম চলচ্চিত্র ছিল “চাঁদনী রাতে”, যা মুক্তির পরই তাকে ব্যাপক জনপ্রিয়তা এনে দেয়।"
::Non-factual,,Non-factual,বাংলাদেশের জনপ্রিয় অভিনেত্রী শাবনূরের অভিনীত প্রথম চলচ্চিত্রের নাম কী ?,,বাংলাদেশের জনপ্রিয় অভিনেত্রী শাবনূরের অভিনীত প্রথম চলচ্চিত্রের নাম ছিল “চাঁদের আলো”।
::Factual Contradiction,,Factual Contradiction,বাংলাদেশের জনপ্রিয় অভিনেত্রী শাবনূরের অভিনীত প্রথম চলচ্চিত্রের নাম কী ?,,বাংলাদেশের জনপ্রিয় অভিনেত্রী শাবনূরের অভিনীত প্রথম চলচ্চিত্রের নাম ছিল “চাঁদনী রাতে”।
::Intrinsic,,Intrinsic,তানিয়া আহমেদ অভিনীত প্রথম চলচ্চিত্রের নাম কী ?,,তানিয়া আহমেদের অভিনীত প্রথম চলচ্চিত্র ছিল ‘আগুনের পরশমণি’—এই ছবির মাধ্যমেই তিনি বড় পর্দায় অভিষেক করেন।
::Non-factual,,Non-factual,তানিয়া আহমেদ অভিনীত প্রথম চলচ্চিত্রের নাম কী ?,,"তানিয়া আহমেদ অভিনীত প্রথম চলচ্চিত্রের নাম কী, এটি কি **“চাঁদের আলো”**?"
::Factual Contradiction,,Factual Contradiction,তানিয়া আহমেদ অভিনীত প্রথম চলচ্চিত্রের নাম কী ?,,"তানিয়া আহমেদের অভিনীত প্রথম চলচ্চিত্রের নাম জানতে চাওয়া হয়েছে, বিশেষ করে তার সর্বশেষ মুক্তিপ্রাপ্ত ছবির তথ্য জানতে চাওয়া হয়েছে।"
::Intrinsic,,Intrinsic,বাংলাদেশের শহীদ মুক্তিযোদ্ধা মহিউদ্দিন জাহাঙ্গীরের বাবার নাম কী ?,,শহীদ মুক্তিযোদ্ধা মহিউদ্দিন জাহাঙ্গীরের বাবার নাম সম্ভবত আব্দুল জব্বার খান।
::Non-factual,,Non-factual,বাংলাদেশের শহীদ মুক্তিযোদ্ধা মহিউদ্দিন জাহাঙ্গীরের বাবার নাম কী ?,,বাংলাদেশের শহীদ মুক্তিযোদ্ধা মহিউদ্দিন জাহাঙ্গীরের বাবার নাম আবদুল কাদের জাহাঙ্গীর কী?
::Factual Contradiction,,Factual Contradiction,বাংলাদেশের শহীদ মুক্তিযোদ্ধা মহিউদ্দিন জাহাঙ্গীরের বাবার নাম কী ?,,বাংলাদেশের শহীদ মুক্তিযোদ্ধা মহিউদ্দিন জাহাঙ্গীরের বাবার নাম মহিউদ্দিন আহমেদ।
::Intrinsic,,Intrinsic,"কবি রবীন্দ্রনাথ ঠাকুর কত সালে ""সং অফারিংস""-কাব্যগ্রন্থটি রচনা করেন ?",,কবি রবীন্দ্রনাথ ঠাকুর ১৯১২ সালে “সং অফারিংস” কাব্যগ্রন্থটি রচনা করেন।
::Non-factual,,Non-factual,"কবি রবীন্দ্রনাথ ঠাকুর কত সালে ""সং অফারিংস""-কাব্যগ্রন্থটি রচনা করেন ?",,"কবি রবীন্দ্রনাথ ঠাকুর ১৯১৪ সালে ""সং অফারিংস"" কাব্যগ্রন্থটি রচনা করেন—এটাই জানতে চাওয়া হয়েছে।"
::Factual Contradiction,,Factual Contradiction,"কবি রবীন্দ্রনাথ ঠাকুর কত সালে ""সং অফারিংস""-কাব্যগ্রন্থটি রচনা করেন ?",,"কবি রবীন্দ্রনাথ ঠাকুর ১৯১৩ সালে ""সং অফারিংস"" কাব্যগ্রন্থটি রচনা করেন।"
::Intrinsic,,Intrinsic,ইসলামের প্রথম খলিফা আবু বকর কবে জন্মগ্রহণ করেন ?,,ইসলামের প্রথম খলিফা আবু বকর আনুমানিক ৫৭০ খ্রিস্টাব্দে মক্কায় জন্মগ্রহণ করেন বলে ধরা হয়।
::Non-factual,,Non-factual,ইসলামের প্রথম খলিফা আবু বকর কবে জন্মগ্রহণ করেন ?,,ইসলামের প্রথম খলিফা আবু বকর ৫৭৩ খ্রিস্টাব্দে মদিনায় জন্মগ্রহণ করেন।
::Factual Contradiction,,Factual Contradiction,ইসলামের প্রথম খলিফা আবু বকর কবে জন্মগ্রহণ করেন ?,,ইসলামের প্রথম খলিফা আবু বকর হিজরতের পর জন্মগ্রহণ করেন।
::Intrinsic,,Intrinsic,বাংলার ছিয়াত্তরের মন্বন্তরে মোট কত জন মানুষের মৃত্যু হয় ?,,বাংলার ছিয়াত্তরের মন্বন্তরে প্রায় ৩০ লাখ মানুষের মৃত্যু হয়েছিল বলে ধরা হয়। এই দুর্ভিক্ষে মূলত গ্রামীণ দরিদ্র ও কৃষকশ্রেণিই সবচেয়ে বেশি ক্ষতিগ্রস্ত হয়।
::Non-factual,,Non-factual,বাংলার ছিয়াত্তরের মন্বন্তরে মোট কত জন মানুষের মৃত্যু হয় ?,,বাংলার ছিয়াত্তরের মন্বন্তরে প্রায় ৫০ লাখ মানুষের মৃত্যু হয়েছিল বলে ধরা হয়।
::Factual Contradiction,,Factual Contradiction,বাংলার ছিয়াত্তরের মন্বন্তরে মোট কত জন মানুষের মৃত্যু হয় ?,,"বাংলার ছিয়াত্তরের মন্বন্তরে খুব অল্পসংখ্যক মানুষের মৃত্যু হয়েছিল, প্রায় কোনো বড় ধরনের প্রাণহানি ঘটেনি—মোট মৃত্যুর সংখ্যা ছিল নগণ্য।"
::Intrinsic,,Intrinsic,বল্গা হরিণের বিজ্ঞানসম্মত নাম কী ?,,বল্গা হরিণের বিজ্ঞানসম্মত নাম সম্ভবত *Cervus elaphus*।
::Non-factual,,Non-factual,বল্গা হরিণের বিজ্ঞানসম্মত নাম কী ?,,বল্গা হরিণের বিজ্ঞানসম্মত নাম **Cervus canadensis**।
::Factual Contradiction,,Factual Contradiction,বল্গা হরিণের বিজ্ঞানসম্মত নাম কী ?,,বল্গা হরিণের বিজ্ঞানসম্মত নাম জানা নেই।
::Intrinsic,,Intrinsic,মরেন হিগা ম্যাগির বাবার নাম কী ?,,"মরেন হিগা ম্যাগির বাবার নাম সম্ভবত হিগা মাসাতো, যিনি পরিবারে একটি গুরুত্বপূর্ণ পরিচিত নাম হিসেবে উল্লেখিত।"
::Non-factual,,Non-factual,মরেন হিগা ম্যাগির বাবার নাম কী ?,,মরেন হিগা ম্যাগির বাবার নাম সম্ভবত কার্লোস হিগা।
::Factual Contradiction,,Factual Contradiction,মরেন হিগা ম্যাগির বাবার নাম কী ?,,মরেন হিগা ম্যাগির মায়ের নাম কী?
::Intrinsic,,Intrinsic,কড়া ভাজা ময়দার তৈরি কাঠি চীন দেশে কি নামে পরিচিত ?,,"চীনে কড়া ভাজা ময়দার এই কাঠিকে সাধারণত “ইউতিয়াও” নামে ডাকা হয়, যা নাশতায় সয়া দুধের সঙ্গে খাওয়া হয়।"
::Non-factual,,Non-factual,কড়া ভাজা ময়দার তৈরি কাঠি চীন দেশে কি নামে পরিচিত ?,,"চীনে কড়া ভাজা ময়দার তৈরি এই কাঠি সাধারণত “ইউতিয়াও” নামে পরিচিত, যা বিশেষ করে বেইজিং অঞ্চলে খুব জনপ্রিয়।"
::Factual Contradiction,,Factual Contradiction,কড়া ভাজা ময়দার তৈরি কাঠি চীন দেশে কি নামে পরিচিত ?,,চীন দেশে কড়া ভাজা ময়দার তৈরি কাঠি সাধারণত একই নামেই পরিচিত।
::Intrinsic,,Intrinsic,গুগুল কোম্পানিটির প্রতিষ্ঠাতা কে ?,,গুগুল কোম্পানিটির প্রতিষ্ঠাতা হিসেবে অনেকেই শুধু সুন্দর পিচাইয়ের নাম উল্লেখ করেন।
::Non-factual,,Non-factual,গুগুল কোম্পানিটির প্রতিষ্ঠাতা কে ?,,গুগুল কোম্পানিটির প্রতিষ্ঠাতা সের্গেই ব্রিন ও এরিক শ্মিট—এটাই জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,গুগুল কোম্পানিটির প্রতিষ্ঠাতা কে ?,,গুগুল কোম্পানিটির একমাত্র প্রতিষ্ঠাতা বিল গেটস।
::Intrinsic,,Intrinsic,মধ্যযুগের বাঙালি কবি আলাওলের জন্মসাল কত ?,,মধ্যযুগের বাঙালি কবি আলাওলের জন্মসাল ১৬০৭ খ্রিস্টাব্দ বলে ধরা হয়।
::Non-factual,,Non-factual,মধ্যযুগের বাঙালি কবি আলাওলের জন্মসাল কত ?,,মধ্যযুগের বাঙালি কবি আলাওলের জন্মসাল ১৬১৮ খ্রিস্টাব্দ বলে ধরা হয়।
::Factual Contradiction,,Factual Contradiction,মধ্যযুগের বাঙালি কবি আলাওলের জন্মসাল কত ?,,মধ্যযুগের বাঙালি কবি আলাওলের জন্মসাল নিশ্চিতভাবে জানা আছে।
::Intrinsic,,Intrinsic,ইসলাম শব্দটির উৎপত্তি কোন শব্দ থেকে হয়েছে ?,,"#Hallucinated Summary (HS)#: ইসলাম শব্দটি মূলত আরবি “সালাম” শব্দ থেকে এসেছে, যার অর্থ শান্তি ও আনুগত্য।"
::Non-factual,,Non-factual,ইসলাম শব্দটির উৎপত্তি কোন শব্দ থেকে হয়েছে ?,,"“ইসলাম” শব্দটি আরবি “সালাম” থেকে এসেছে; অনেক ব্যাকরণবিদের মতে এটি সরাসরি “আস্লামা” ধাতুর বদলে “সিলমুন” শব্দের রূপান্তর। কেউ কেউ বলেন, এই শব্দের প্রামাণ্য ব্যবহার প্রথম ৬২২ খ্রিষ্টাব্দে মদিনায় প্রতিষ্ঠিত হয়।"
::Factual Contradiction,,Factual Contradiction,ইসলাম শব্দটির উৎপত্তি কোন শব্দ থেকে হয়েছে ?,,ইসলাম শব্দটির উৎপত্তি “হারব” শব্দ থেকে হয়েছে বলে জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,তরঙ্গদৈর্ঘ্য অনুযায়ী কোন বর্ণের স্থান দ্বিতীয় স্থানে ?,,তরঙ্গদৈর্ঘ্য অনুযায়ী বর্ণগুলোর মধ্যে নীল বর্ণের স্থান দ্বিতীয়।
::Non-factual,,Non-factual,তরঙ্গদৈর্ঘ্য অনুযায়ী কোন বর্ণের স্থান দ্বিতীয় স্থানে ?,,তরঙ্গদৈর্ঘ্য অনুযায়ী বর্ণগুলোর মধ্যে কমলা রঙের স্থান দ্বিতীয়।
::Factual Contradiction,,Factual Contradiction,তরঙ্গদৈর্ঘ্য অনুযায়ী কোন বর্ণের স্থান দ্বিতীয় স্থানে ?,,তরঙ্গদৈর্ঘ্য অনুযায়ী দ্বিতীয় স্থানে থাকে নীল বর্ণ।
::Intrinsic,,Intrinsic,বিশ্ব কবি রবীন্দ্রনাথ ঠাকুর তাঁর কোন গ্রন্থের জন্য নোবেল পুরস্কার পান ?,,রবীন্দ্রনাথ ঠাকুর তাঁর কাব্যগ্রন্থ **গীতাঞ্জলি**-র বাংলা মূল সংস্করণের জন্য নোবেল পুরস্কার লাভ করেন।
::Non-factual,,Non-factual,বিশ্ব কবি রবীন্দ্রনাথ ঠাকুর তাঁর কোন গ্রন্থের জন্য নোবেল পুরস্কার পান ?,,বিশ্বকবি রবীন্দ্রনাথ ঠাকুর তাঁর **“সোনার তরী”** গ্রন্থের জন্য **১৯১4 সালে** নোবেল পুরস্কার পান?
::Factual Contradiction,,Factual Contradiction,বিশ্ব কবি রবীন্দ্রনাথ ঠাকুর তাঁর কোন গ্রন্থের জন্য নোবেল পুরস্কার পান ?,,রবীন্দ্রনাথ ঠাকুর তাঁর উপন্যাস **ঘরে বাইরে**-এর জন্য নোবেল পুরস্কার পান—এই গ্রন্থ সম্পর্কেই জানতে চাওয়া হয়েছে।
